City,RegionName,avg,zip,count,population,poverty_count,median_household_income,zipcode,poverty_rate
237,28124,231912.4931972789,28124,3,6192.0,514.0,59167.0,28124,8.301033591731265
238,28125,335227.4022556391,28125,2,2262.0,161.0,63603.0,28125,7.11759504862953
239,27958,267856.0850340136,27958,2,10988.0,745.0,84575.0,27958,6.780123771386968
240,27959,357526.660899654,27959,2,2908.0,238.0,58803.0,27959,8.184319119669876
241,27856,181638.8,27856,3,16488.0,2308.0,52729.0,27856,13.998059194565744
242,28761,304902.03921568627,28761,1,7671.0,1145.0,37889.0,28761,14.926345978360054
243,28560,195169.69727891157,28560,5,27590.0,5108.0,46133.0,28560,18.51395433127945
243,28562,245359.3231292517,28562,8,38598.0,3744.0,57592.0,28562,9.699984455153118
244,28570,241634.77210884355,28570,5,21590.0,2585.0,51569.0,28570,11.973135710977305
245,28658,166723.4455782313,28658,9,27479.0,3471.0,46977.0,28658,12.631464027075221
246,28659,121914.35034013605,28659,4,21229.0,5178.0,33832.0,28659,24.39116303170192
247,28128,244637.24829931973,28128,4,7056.0,883.0,45689.0,28128,12.514172335600907
248,27310,380253.5544217687,27310,1,7290.0,153.0,117039.0,27310,2.098765432098765
249,28129,180064.1156462585,28129,2,5287.0,433.0,50609.0,28129,8.189899754113863
250,28762,161236.66666666666,28762,1,6958.0,1546.0,37845.0,28762,22.219028456453003
251,28660,211931.4624505929,28660,2,1878.0,162.0,45165.0,28660,8.62619808306709
252,28369,105867.63636363637,28369,1,2865.0,764.0,29848.0,28369,26.66666666666667
253,27565,199166.40136054423,27565,10,25375.0,3947.0,47056.0,27565,15.554679802955663
254,28371,175605.93537414967,28371,1,7249.0,1331.0,50523.0,28371,18.361153262518968
255,28372,123807.28787878787,28372,5,14022.0,3627.0,29399.0,28372,25.86649550706033
256,27862,88864.41134751773,27862,1,649.0,124.0,37500.0,27862,19.106317411402163
257,27863,171287.2857142857,27863,3,12855.0,1560.0,56724.0,27863,12.135355892648775
258,27041,191150.8063063063,27041,4,7947.0,1439.0,41771.0,27041,18.107461935321506
259,27042,155669.62380952382,27042,1,610.0,17.0,55156.0,27042,2.7868852459016398
260,27568,174570.712,27568,1,596.0,25.0,45263.0,27568,4.194630872483222
261,28374,384267.3724489796,28374,1,17190.0,443.0,82312.0,28374,2.577079697498545
262,27864,71733.55252918288,27864,3,4911.0,871.0,40455.0,27864,17.735695377723477
263,27865,143659.061302682,27865,2,2168.0,290.0,63917.0,27865,13.376383763837635
264,28134,223854.08163265305,28134,2,11049.0,1201.0,57047.0,28134,10.869761969408996
265,27043,201657.18027210885,27043,2,7094.0,884.0,51510.0,27043,12.461234846349027
266,27312,371272.39426523296,27312,4,20368.0,1706.0,72315.0,27312,8.375883739198741
267,27313,223730.20408163266,27313,1,7134.0,645.0,61914.0,27313,9.041211101766189
268,28573,152710.3556701031,28573,1,2053.0,491.0,44083.0,28573,23.9162201656113
269,27965,169825.95238095237,27965,1,693.0,147.0,41250.0,27965,21.21212121212121
270,27569,174999.99264705883,27569,2,7942.0,1380.0,43958.0,27569,17.375975824729288
271,28376,184808.3817204301,28376,11,44328.0,7967.0,49480.0,28376,17.972838837754914
272,27601,299460.34353741497,27601,6,10445.0,2737.0,36781.0,27601,26.20392532312111
272,27603,263656.1836734694,27603,6,53803.0,9560.0,64087.0,27603,17.76852591862907
272,27604,197084.46598639456,27604,6,47761.0,6634.0,58626.0,27604,13.889993928100333
272,27605,527420.1259259259,27605,4,5490.0,725.0,62479.0,27605,13.205828779599269
272,27606,313250.2346938776,27606,11,46589.0,8967.0,51959.0,27606,19.247032561334226
272,27607,389136.39795918367,27607,4,29536.0,2870.0,77092.0,27607,9.716955579631636
272,27608,603700.0848708487,27608,3,11054.0,534.0,107875.0,27608,4.8308304686086485
272,27609,307205.8605442177,27609,6,32870.0,3395.0,58983.0,27609,10.328567082446
272,27610,166793.4081632653,27610,14,78475.0,15074.0,50092.0,27610,19.20866517999363
272,27612,339524.77210884355,27612,5,38748.0,3218.0,76765.0,27612,8.304944771343036
272,27613,347824.79931972787,27613,5,42933.0,1760.0,96185.0,27613,4.09941070971048
272,27614,378660.5714285714,27614,10,33287.0,1239.0,106469.0,27614,3.722173821612041
272,27615,328572.8231292517,27615,8,43461.0,2412.0,82214.0,27615,5.549803271898943
272,27616,214721.5051194539,27616,7,53364.0,6027.0,68084.0,27616,11.294130874747019
272,27617,293885.4863945578,27617,1,18856.0,1178.0,83309.0,27617,6.247348324140858
273,27316,111878.22807017544,27316,4,7157.0,1765.0,39570.0,27316,24.661170881654325
274,27317,170290.11228070175,27317,4,16640.0,2666.0,43754.0,27317,16.021634615384613
275,27809,176195.8956043956,27809,4,5083.0,932.0,47940.0,27809,18.335628565807593
276,28377,99578.75294117647,28377,4,12933.0,4682.0,28176.0,28377,36.20196396814351
277,27320,164243.97619047618,27320,13,38634.0,6678.0,41771.0,27320,17.285292747321012
278,28386,81210.77777777778,28386,1,5997.0,2230.0,31092.0,28386,37.185259296314825
279,28137,165927.80272108843,28137,1,3248.0,189.0,52167.0,28137,5.818965517241379
280,28574,163231.0,28574,4,18116.0,2502.0,49267.0,28574,13.810995804813425
281,27870,128169.1768707483,27870,7,25792.0,6125.0,36287.0,27870,23.74767369727047
282,28669,96649.95634920635,28669,1,2663.0,264.0,41250.0,28669,9.913631242959069
283,27325,127693.10714285714,27325,3,6767.0,1391.0,43333.0,27325,20.55563765331757
284,28379,144279.25102880658,28379,8,24403.0,5713.0,36806.0,28379,23.411056017702737
285,28138,198397.98299319728,28138,2,9912.0,1051.0,50331.0,28138,10.603309120258272
286,27801,63698.14965986394,27801,6,19737.0,5538.0,32346.0,27801,28.058975528195766
286,27803,186843.61137440757,27803,3,18791.0,2851.0,47843.0,27803,15.172156883614495
286,27804,189732.71794871794,27804,9,29938.0,3631.0,51385.0,27804,12.128398690627296
287,28457,212699.51912568306,28457,4,10303.0,2112.0,48843.0,28457,20.498883820246533
288,27982,391492.8617021277,27982,1,54.0,10.0,-666666666.0,27982,18.51851851851852
289,27571,271884.05782312923,27571,4,6664.0,210.0,112425.0,27571,3.1512605042016806
290,28670,113340.53515625,28670,3,3590.0,269.0,50774.0,28670,7.493036211699164
291,28383,77523.36363636363,28383,4,8854.0,2536.0,33952.0,28383,28.642421504404787
292,27573,138398.94217687074,27573,5,11158.0,3113.0,32726.0,27573,27.89926510127263
292,27574,181179.8775510204,27574,4,14489.0,2129.0,50483.0,27574,14.69390572158189
293,27326,113902.64111498257,27326,1,2872.0,499.0,49053.0,27326,17.37465181058496
294,27045,152067.46598639456,27045,1,9374.0,975.0,53932.0,27045,10.401109451674843
295,28139,170367.11224489796,28139,4,20900.0,2510.0,45053.0,28139,12.009569377990433
296,28384,112538.80612244898,28384,3,11199.0,2468.0,32744.0,28384,22.037681935887125
297,28144,190376.37647058823,28144,4,25158.0,4766.0,43136.0,28144,18.94427219969791
297,28146,227828.96470588236,28146,7,27496.0,4264.0,51806.0,28146,15.507710212394528
297,28147,212008.5465116279,28147,4,24878.0,4395.0,49048.0,28147,17.666211110217862
298,27046,143640.375,27046,1,1922.0,242.0,38589.0,27046,12.59105098855359
299,27330,172002.48979591837,27330,13,39279.0,6191.0,48744.0,27330,15.761602892130654
299,27332,184698.47959183675,27332,4,31629.0,4352.0,57649.0,27332,13.759524487021404
300,27874,66697.75510204081,27874,2,3766.0,915.0,36023.0,27874,24.296335634625603
301,27341,166214.29794520547,27341,2,5263.0,471.0,44789.0,27341,8.949268478054343
302,27576,152667.73529411765,27576,2,18104.0,4918.0,38676.0,27576,27.16526734423332
303,27343,378494.97388059704,27343,1,1579.0,290.0,64244.0,27343,18.36605446485117
304,27376,324629.32653061225,27376,3,8998.0,811.0,63278.0,27376,9.013114025338963
305,28578,136478.13513513515,28578,1,6858.0,1926.0,44288.0,28578,28.083989501312328
306,28470,254850.31553398058,28470,2,12089.0,2359.0,39636.0,28470,19.513607411696587
307,27973,253779.95578231293,27973,1,1143.0,146.0,41736.0,27973,12.773403324584427
308,28150,176662.03741496598,28150,8,27581.0,6350.0,38328.0,28150,23.023095609296256
308,28152,130279.6156462585,28152,10,25348.0,5132.0,41492.0,28152,20.246173268107942
309,28673,460813.4149659864,28673,1,6307.0,275.0,78479.0,28673,4.360234659901697
310,27344,157829.27106227106,27344,7,18798.0,3720.0,42680.0,27344,19.78933929141398
311,27880,251566.05128205128,27880,1,3242.0,589.0,65768.0,27880,18.167797655768048
312,27577,195988.29411764705,27577,8,25330.0,4465.0,46508.0,27577,17.627319384129493
313,28579,149929.90136054423,28579,1,554.0,129.0,46964.0,28579,23.28519855595668
314,27349,173449.9655172414,27349,1,5500.0,436.0,52547.0,27349,7.927272727272728
315,27350,189928.16842105263,27350,1,6021.0,569.0,44147.0,27350,9.450257432320214
316,28387,331783.8163265306,28387,3,15526.0,2017.0,60617.0,28387,12.991111683627462
317,28159,87294.58139534884,28159,3,2908.0,698.0,38125.0,28159,24.002751031636862
318,28160,93088.80952380953,28160,2,3586.0,433.0,36199.0,28160,12.07473508087005
319,27882,147413.52173913043,27882,2,7637.0,1827.0,42587.0,27882,23.923006416131987
320,28390,199138.37074829932,28390,8,23790.0,4763.0,46600.0,28390,20.021017234131985
321,28104,326164.78571428574,28104,5,31085.0,1349.0,104745.0,28104,4.339713688274086
322,28163,229502.52380952382,28163,1,5469.0,416.0,64559.0,28163,7.606509416712378
323,28164,253901.76530612246,28164,3,15099.0,1140.0,56762.0,28164,7.550168885356648
324,27883,89556.4108108108,27883,2,2970.0,592.0,44561.0,27883,19.932659932659927
325,28676,209801.78966789666,28676,2,4028.0,492.0,52543.0,28676,12.21449851042701
326,28625,211024.276119403,28625,6,39518.0,4945.0,50216.0,28625,12.513285085277596
326,28677,181147.07434944238,28677,15,34545.0,6196.0,45191.0,28677,17.936025474019395
327,28391,187967.65163934426,28391,2,5984.0,1268.0,52762.0,28391,21.18983957219251
328,27581,194355.5544217687,27581,1,4832.0,112.0,63667.0,27581,2.3178807947019866
329,27884,147218.1597633136,27884,1,1301.0,0.0,60147.0,27884,0.0
330,27357,296977.43537414965,27357,1,8652.0,1195.0,61101.0,27357,13.811835413777162
331,27048,172489.53979238754,27048,1,8059.0,1432.0,53154.0,27048,17.768953964511727
332,28678,206965.47014925373,28678,1,6577.0,650.0,48083.0,28678,9.882925345902386
333,28679,252849.30952380953,28679,2,1740.0,202.0,46250.0,28679,11.609195402298852
334,27358,373424.7346938776,27358,2,15184.0,765.0,90909.0,27358,5.038198103266597
335,27979,118406.00591715977,27979,1,1547.0,53.0,59688.0,27979,3.425985778926956
336,28445,416771.9076086957,28445,3,7278.0,910.0,59766.0,28445,12.503435009618027
337,28778,224095.76691729322,28778,4,9939.0,1562.0,46265.0,28778,15.71586678740316
338,28584,245471.3401360544,28584,5,12265.0,1620.0,59102.0,28584,13.208316347329802
339,28779,246387.23913043478,28779,5,18141.0,2513.0,53582.0,28779,13.852599084945702
340,27886,93934.0068027211,27886,10,20450.0,4240.0,35959.0,27886,20.73349633251833
341,28681,201526.3837837838,28681,7,25636.0,3254.0,45788.0,28681,12.693087845217665
342,27360,166060.53741496598,27360,12,45603.0,7386.0,43661.0,27360,16.19630287481087
343,27583,225472.94539249147,27583,1,7020.0,505.0,58274.0,27583,7.193732193732194
344,27050,182447.0544217687,27050,1,3995.0,343.0,54167.0,27050,8.585732165206508
345,28685,152633.70408163266,28685,1,1979.0,548.0,37813.0,28685,27.69075290550783
346,28585,85950.3595505618,28585,3,3674.0,1190.0,31600.0,28585,32.38976592270005
347,27370,199773.41754385966,27370,7,15678.0,1714.0,51748.0,27370,10.932516902666157
348,28166,275272.9037037037,28166,3,9394.0,1050.0,61406.0,28166,11.177347242921014
349,28689,186870.3903345725,28689,1,2071.0,346.0,61000.0,28689,16.70690487687107
350,28690,183838.36363636365,28690,3,9125.0,1549.0,41875.0,28690,16.975342465753428
351,28168,179098.08843537414,28168,3,10056.0,1173.0,47888.0,28168,11.664677804295941
352,28586,128474.90136054422,28586,2,7259.0,1615.0,35500.0,28586,22.248243559718965
353,28394,260582.48469387754,28394,2,5303.0,1113.0,47018.0,28394,20.988119932113896
354,28692,242873.8401360544,28692,1,3941.0,409.0,56361.0,28692,10.378076630296876
355,28395,212399.306122449,28395,1,2466.0,216.0,54656.0,28395,8.75912408759124
356,28396,145137.09523809524,28396,1,2620.0,711.0,44901.0,28396,27.137404580152673
357,27587,321636.37074829935,27587,11,66583.0,3624.0,92878.0,27587,5.442830752594506
358,27051,174974.98299319728,27051,4,7678.0,824.0,47940.0,27051,10.731961448293827
359,27052,159333.42857142858,27052,5,9906.0,1724.0,39460.0,27052,17.403593781546537
360,27889,167517.7925170068,27889,7,26576.0,5692.0,40740.0,27889,21.41782059000602
361,28173,329269.43703703705,28173,12,56910.0,2124.0,116043.0,28173,3.7322087506589354
362,28785,296097.0702702703,28785,1,7811.0,890.0,58551.0,28785,11.394187684035337
362,28786,276201.25268817204,28786,6,20821.0,2754.0,48486.0,28786,13.227030401997984
363,28787,317313.9,28787,6,21314.0,2495.0,53258.0,28787,11.705920990897999
364,27890,59987.60079051383,27890,3,2778.0,1230.0,28264.0,27890,44.27645788336933
365,27591,202346.69047619047,27591,10,21098.0,2106.0,62651.0,27591,9.981988814105602
366,28327,280314.79591836734,28327,4,16192.0,2051.0,53080.0,28327,12.666749011857707
367,27891,78863.52747252748,27891,1,5356.0,1229.0,42656.0,27891,22.946228528752798
368,28789,252074.11049723756,28789,1,5281.0,750.0,40708.0,28789,14.201855709145994
369,28697,194449.57482993198,28697,4,13638.0,2148.0,46769.0,28697,15.750109986801586
370,27592,232753.72789115645,27592,2,15588.0,1451.0,67820.0,27592,9.308442391583267
371,28401,198562.31225296442,28401,9,24279.0,7487.0,33309.0,28401,30.83734914947074
371,28403,342384.35039370076,28403,8,40919.0,10576.0,37235.0,28403,25.846183924338327
371,28405,357696.39763779525,28405,9,32330.0,5569.0,54544.0,28405,17.225487163625118
371,28409,316460.531496063,28409,4,34180.0,2938.0,78761.0,28409,8.595669982445875
371,28411,325759.24803149607,28411,2,37995.0,3639.0,72045.0,28411,9.57757599684169
371,28412,278779.7677165354,28412,9,38213.0,6231.0,52306.0,28412,16.305969172794594
372,27813,118683.48369565218,27813,1,825.0,220.0,35625.0,27813,26.66666666666667
372,27893,141753.62903225806,27893,18,39372.0,11414.0,34210.0,27893,28.990145280910287
372,27896,222302.2717948718,27896,2,20681.0,1860.0,63792.0,27896,8.993762390600066
373,28174,156762.84814814816,28174,2,9284.0,1729.0,48936.0,28174,18.623438173201208
374,28479,241327.46634615384,28479,1,6274.0,634.0,59175.0,28479,10.105196047178833
375,27040,216876.9081632653,27040,2,11803.0,1176.0,73442.0,27040,9.96356858425824
375,27101,144318.46258503402,27101,10,19681.0,5935.0,31805.0,27101,30.155988008739392
375,27103,181707.33673469388,27103,4,34993.0,5856.0,49623.0,27103,16.73477552653388
375,27104,303903.97959183675,27104,6,27892.0,2509.0,64579.0,27104,8.995410870500502
375,27105,99579.20408163265,27105,13,40530.0,11089.0,33937.0,27105,27.359980261534663
375,27106,255619.3673469388,27106,13,48351.0,8233.0,49947.0,27106,17.027569233314722
375,27107,152822.8673469388,27107,7,47610.0,12051.0,42787.0,27107,25.31190926275993
375,27127,150995.18707482994,27127,9,39902.0,7308.0,48262.0,27127,18.31487143501579
376,28590,239670.11167512691,28590,5,24613.0,2747.0,65594.0,28590,11.16076869946776
377,27054,179680.8426395939,27054,1,2388.0,161.0,70101.0,27054,6.742043551088778
378,28480,1119684.3015873015,28480,1,2536.0,216.0,83417.0,28480,8.517350157728707
379,27055,169151.54301075268,27055,4,14131.0,1855.0,44574.0,27055,13.127167221003466
380,27596,237543.92517006802,27596,3,18359.0,1624.0,70535.0,27596,8.845797701399858
381,27597,207699.34353741497,27597,5,23538.0,2995.0,58514.0,27597,12.724105701418983
382,28698,230760.39552238805,28698,1,2247.0,511.0,42609.0,28698,22.741433021806852
