City,RegionName,avg,zip,count,population,poverty_count,median_household_income,zipcode,poverty_rate,rooms
Rocky Point,28457,128722.5784,28457,4,10303,2112,48843,28457,20.49888382,1 bedroom
Rowland,28383,39866.33333,28383,4,8854,2536,33952,28383,28.6424215,1 bedroom
Roxboro,27573,40893.16667,27573,5,11158,3113,32726,27573,27.8992651,1 bedroom
Roxboro,27574,142463.1667,27574,4,14489,2129,50483,27574,14.69390572,1 bedroom
Ruffin,27326,65951.55172,27326,1,2872,499,49053,27326,17.37465181,1 bedroom
Rural Hall,27045,83592.17045,27045,1,9374,975,53932,27045,10.40110945,1 bedroom
Rutherfordton,28139,84760.38095,28139,4,20900,2510,45053,28139,12.00956938,1 bedroom
Saint Pauls,28384,27548.21212,28384,3,11199,2468,32744,28384,22.03768194,1 bedroom
Salisbury,28146,76041.27059,28146,7,27496,4264,51806,28146,15.50771021,1 bedroom
Sandy Ridge,27046,96705.07527,27046,1,1922,242,38589,27046,12.59105099,1 bedroom
Sanford,27330,48076.46203,27330,13,39279,6191,48744,27330,15.76160289,1 bedroom
Sanford,27332,84123.54266,27332,4,31629,4352,57649,27332,13.75952449,1 bedroom
Scotland Neck,27874,16072.86364,27874,2,3766,915,36023,27874,24.29633563,1 bedroom
Selma,27576,58055.57565,27576,2,18104,4918,38676,27576,27.16526734,1 bedroom
Semora,27343,350368.7667,27343,1,1579,290,64244,27343,18.36605446,1 bedroom
Seven Lakes,27376,139247.5947,27376,3,8998,811,63278,27376,9.013114025,1 bedroom
Seven Springs,28578,63016.84615,28578,1,6858,1926,44288,28578,28.0839895,1 bedroom
Shallotte,28470,91554.96216,28470,2,12089,2359,39636,28470,19.51360741,1 bedroom
Shelby,28150,36762.39796,28150,8,27581,6350,38328,28150,23.02309561,1 bedroom
Sherrills Ford,28673,275774.8328,28673,1,6307,275,78479,28673,4.36023466,1 bedroom
Siler City,27344,92045.16788,27344,7,18798,3720,42680,27344,19.78933929,1 bedroom
Sims,27880,112589.86,27880,1,3242,589,65768,27880,18.16779766,1 bedroom
Smithfield,27577,68880.25414,27577,8,25330,4465,46508,27577,17.62731938,1 bedroom
Snow Camp,27349,125311.7273,27349,1,5500,436,52547,27349,7.927272727,1 bedroom
Spindale,28160,24837.27551,28160,2,3586,433,36199,28160,12.07473508,1 bedroom
Stallings,28104,150526.1197,28104,5,31085,1349,104745,28104,4.339713688,1 bedroom
Stanfield,28163,130214.015,28163,1,5469,416,64559,28163,7.606509417,1 bedroom
Stanley,28164,98144.25217,28164,3,15099,1140,56762,28164,7.550168885,1 bedroom
Stantonsburg,27883,27935.84158,27883,2,2970,592,44561,27883,19.93265993,1 bedroom
State Road,28676,131236.2982,28676,2,4028,492,52543,28676,12.21449851,1 bedroom
Statesville,28625,111983.4607,28625,6,39518,4945,50216,28625,12.51328509,1 bedroom
Statesville,28677,93202.30855,28677,15,34545,6196,45191,28677,17.93602547,1 bedroom
Stedman,28391,149503.0185,28391,2,5984,1268,52762,28391,21.18983957,1 bedroom
Stem,27581,149891.9848,27581,1,4832,112,63667,27581,2.317880795,1 bedroom
Stokesdale,27357,123503.6083,27357,1,8652,1195,61101,27357,13.81183541,1 bedroom
Stoneville,27048,92706.24306,27048,1,8059,1432,53154,27048,17.76895396,1 bedroom
Stony Point,28678,146162.5439,28678,1,6577,650,48083,28678,9.882925346,1 bedroom
Sugar Grove,28679,141748.551,28679,2,1740,202,46250,28679,11.6091954,1 bedroom
Summerfield,27358,106722.7347,27358,2,15184,765,90909,27358,5.038198103,1 bedroom
Surf City,28445,184628.0919,28445,3,7278,910,59766,28445,12.50343501,1 bedroom
Swannanoa,28778,117896.332,28778,4,9939,1562,46265,28778,15.71586679,1 bedroom
Swansboro,28584,123016.255,28584,5,12265,1620,59102,28584,13.20831635,1 bedroom
Sylva,28779,131702.4409,28779,5,18141,2513,53582,28779,13.85259908,1 bedroom
Tarboro,27886,117612.8776,27886,10,20450,4240,35959,27886,20.73349633,1 bedroom
Taylorsville,28681,57343.88,28681,7,25636,3254,45788,28681,12.69308785,1 bedroom
Thomasville,27360,59304.64835,27360,12,45603,7386,43661,27360,16.19630287,1 bedroom
Tobaccoville,27050,114775.4167,27050,1,3995,343,54167,27050,8.585732165,1 bedroom
Traphill,28685,72988.57983,28685,1,1979,548,37813,28685,27.69075291,1 bedroom
Trenton,28585,68154.54,28585,3,3674,1190,31600,28585,32.38976592,1 bedroom
Trinity,27370,122086.3547,27370,7,15678,1714,51748,27370,10.9325169,1 bedroom
Troutman,28166,174584.6386,28166,3,9394,1050,61406,28166,11.17734724,1 bedroom
Union Grove,28689,82166.94839,28689,1,2071,346,61000,28689,16.70690488,1 bedroom
Vale,28168,105768.8436,28168,3,10056,1173,47888,28168,11.6646778,1 bedroom
Vanceboro,28586,85887.76923,28586,2,7259,1615,35500,28586,22.24824356,1 bedroom
Vilas,28692,117189.5714,28692,1,3941,409,56361,28692,10.37807663,1 bedroom
Wagram,28396,23421.08889,28396,1,2620,711,44901,28396,27.13740458,1 bedroom
Wake Forest,27587,148279.1224,27587,11,66583,3624,92878,27587,5.442830753,1 bedroom
Walkertown,27051,64300.24818,27051,4,7678,824,47940,27051,10.73196145,1 bedroom
Walnut Cove,27052,74747.01361,27052,5,9906,1724,39460,27052,17.40359378,1 bedroom
Washington,27889,74217.70068,27889,7,26576,5692,40740,27889,21.41782059,1 bedroom
Waxhaw,28173,144777.7154,28173,12,56910,2124,116043,28173,3.732208751,1 bedroom
Waynesville,28785,71058.77528,28785,1,7811,890,58551,28785,11.39418768,1 bedroom
Waynesville,28786,100643.957,28786,6,20821,2754,48486,28786,13.2270304,1 bedroom
Weaverville,28787,134773.1278,28787,6,21314,2495,53258,28787,11.70592099,1 bedroom
Wendell,27591,97166.96928,27591,10,21098,2106,62651,27591,9.981988814,1 bedroom
Whitakers,27891,74079.05858,27891,1,5356,1229,42656,27891,22.94622853,1 bedroom
Whittier,28789,110048.6413,28789,1,5281,750,40708,28789,14.20185571,1 bedroom
Wilkesboro,28697,70803.4382,28697,4,13638,2148,46769,28697,15.75010999,1 bedroom
Willow Spring,27592,139386.8971,27592,2,15588,1451,67820,27592,9.308442392,1 bedroom
Wilmington,28401,145191.1297,28401,9,24279,7487,33309,28401,30.83734915,1 bedroom
Wilmington,28403,93233.35484,28403,8,40919,10576,37235,28403,25.84618392,1 bedroom
Wilmington,28405,141256.25,28405,9,32330,5569,54544,28405,17.22548716,1 bedroom
Wilmington,28409,186609,28409,4,34180,2938,78761,28409,8.595669982,1 bedroom
Wilmington,28411,316519.2374,28411,2,37995,3639,72045,28411,9.577575997,1 bedroom
Wilmington,28412,129484.3353,28412,9,38213,6231,52306,28412,16.30596917,1 bedroom
Wilson,27893,23071.43478,27893,18,39372,11414,34210,27893,28.99014528,1 bedroom
Wilson,27896,69643.2449,27896,2,20681,1860,63792,27896,8.993762391,1 bedroom
Wingate,28174,144623.9875,28174,2,9284,1729,48936,28174,18.62343817,1 bedroom
Winnabow,28479,123029.4638,28479,1,6274,634,59175,28479,10.10519605,1 bedroom
Winston-Salem,27040,97269.49147,27040,2,11803,1176,73442,27040,9.963568584,1 bedroom
Winston-Salem,27101,76280.36957,27101,10,19681,5935,31805,27101,30.15598801,1 bedroom
Winston-Salem,27103,84340.03741,27103,4,34993,5856,49623,27103,16.73477553,1 bedroom
Winston-Salem,27104,79683.66667,27104,6,27892,2509,64579,27104,8.995410871,1 bedroom
Winston-Salem,27105,37305.69318,27105,13,40530,11089,33937,27105,27.35998026,1 bedroom
Winston-Salem,27106,84904.15986,27106,13,48351,8233,49947,27106,17.02756923,1 bedroom
Winston-Salem,27107,55653.04762,27107,7,47610,12051,42787,27107,25.31190926,1 bedroom
Winston-Salem,27127,55732.2585,27127,9,39902,7308,48262,27127,18.31487144,1 bedroom
Winterville,28590,57159.475,28590,5,24613,2747,65594,28590,11.1607687,1 bedroom
Wrightsville Beach,28480,274212.2424,28480,1,2536,216,83417,28480,8.517350158,1 bedroom
Youngsville,27596,100356.4649,27596,3,18359,1624,70535,27596,8.845797701,1 bedroom
Zebulon,27597,114133.7589,27597,5,23538,2995,58514,27597,12.7241057,1 bedroom
Zionville,28698,123630.1377,28698,1,2247,511,42609,28698,22.74143302,1 bedroom
Aberdeen,28315,99995.51579,28315,4,13700,2826,51725,28315,20.62773723,2 bedroom
Advance,27006,132251.4108,27006,2,14555,932,78095,27006,6.403297836,2 bedroom
Albemarle,28001,58202.0068,28001,8,26601,5208,45121,28001,19.57821135,2 bedroom
Angier,27501,101196.7667,27501,5,21299,2601,56338,27501,12.21184093,2 bedroom
Apex,27502,155699.6199,27502,7,40280,2248,110513,27502,5.580933466,2 bedroom
Apex,27523,287636.8946,27523,3,11629,685,102368,27523,5.890446298,2 bedroom
Apex,27539,149820.2789,27539,5,23436,1111,105526,27539,4.740570063,2 bedroom
Archdale,27263,60574.80952,27263,5,22028,3042,44454,27263,13.80969675,2 bedroom
Arden,28704,133441.9815,28704,3,19060,1563,63223,28704,8.200419727,2 bedroom
Ash,28420,107964.6407,28420,2,3845,639,53519,28420,16.6189857,2 bedroom
Asheboro,27203,65805.88095,27203,8,21684,5360,34131,27203,24.71868659,2 bedroom
Asheboro,27205,88896.01404,27205,7,34517,5316,47008,27205,15.4011067,2 bedroom
Asheville,28801,182192.959,28801,5,13683,3113,33504,28801,22.75085873,2 bedroom
Asheville,28803,144000.037,28803,9,33756,3072,50475,28803,9.100604337,2 bedroom
Asheville,28804,175129.8401,28804,2,22189,2553,59855,28804,11.50570102,2 bedroom
Asheville,28805,153389.363,28805,3,19818,2187,49893,28805,11.03542234,2 bedroom
Asheville,28806,145226.9889,28806,12,42650,6165,46726,28806,14.45486518,2 bedroom
Atlantic,28511,97336.06736,28511,1,566,107,38125,28511,18.90459364,2 bedroom
Aurora,27806,33458.33333,27806,1,2664,490,37582,27806,18.39339339,2 bedroom
Ayden,28513,50680.53261,28513,3,10321,2091,48269,28513,20.25966476,2 bedroom
Badin,28009,37214.65405,28009,1,1221,167,33261,28009,13.67731368,2 bedroom
Bahama,27503,132206.7046,27503,1,6328,170,81016,27503,2.686472819,2 bedroom
Bailey,27807,76130.17742,27807,2,6415,866,45422,27807,13.49961029,2 bedroom
Banner Elk,28604,130213.4796,28604,2,7635,918,51280,28604,12.02357564,2 bedroom
Barco,27917,116435.6088,27917,3,734,391,29684,27917,53.26975477,2 bedroom
Barnardsville,28709,133146.7256,28709,1,2302,175,47250,28709,7.602085143,2 bedroom
Bath,27808,145630.9454,27808,1,1939,169,48079,27808,8.715832904,2 bedroom
Bayboro,28515,66164.80702,28515,4,2584,507,29292,28515,19.62074303,2 bedroom
Bear Creek,27207,96883.24373,27207,1,3149,502,55625,27207,15.94156875,2 bedroom
Beaufort,28516,137260.085,28516,4,11268,1665,48668,28516,14.77635783,2 bedroom
Belmont,28012,102069.0733,28012,7,22968,2135,66910,28012,9.295541623,2 bedroom
Belwood,28090,64207.52721,28090,2,8473,2121,33151,28090,25.03245604,2 bedroom
Bennett,27208,97622.10781,27208,2,1847,331,42128,27208,17.9209529,2 bedroom
Benson,27504,82651.91176,27504,5,15182,3153,46944,27504,20.76801475,2 bedroom
Bessemer City,28016,66083.09524,28016,5,13046,2484,44313,28016,19.04031887,2 bedroom
Black Mountain,28711,162163.444,28711,3,13398,880,45329,28711,6.568144499,2 bedroom
Blowing Rock,28605,203150.1395,28605,1,3428,375,60172,28605,10.93932322,2 bedroom
Boiling Spring Lakes,28461,179048.9663,28461,4,19897,1471,64418,28461,7.393074333,2 bedroom
Bolivia,28422,126968.3077,28422,4,8404,1810,45183,28422,21.53736316,2 bedroom
Boomer,28606,67403.70196,28606,1,1689,265,31308,28606,15.68975725,2 bedroom
Boone,28607,166215.3878,28607,5,35523,10533,41143,28607,29.65121189,2 bedroom
Boonville,27011,88752.90667,27011,3,5380,906,37167,27011,16.8401487,2 bedroom
Bostic,28018,77430.30952,28018,3,4699,757,36108,28018,16.1098106,2 bedroom
Brevard,28712,149766.6957,28712,6,20017,2894,46490,28712,14.45771095,2 bedroom
Brevard,28772,133904.7432,28772,3,1061,51,45670,28772,4.806786051,2 bedroom
Broadway,27505,85915.1087,27505,1,5862,898,47696,27505,15.31900375,2 bedroom
Browns Summit,27214,78095.93197,27214,3,10773,781,67895,27214,7.249605495,2 bedroom
Bunn,27508,79772.18579,27508,3,1326,163,42981,27508,12.29260935,2 bedroom
Burgaw,28425,69603.24044,28425,6,11634,2161,40211,28425,18.57486677,2 bedroom
Burlington,27215,97109.39116,27215,8,41204,6435,47420,27215,15.61741578,2 bedroom
Burlington,27217,65132.03831,27217,7,37624,7957,40114,27217,21.14873485,2 bedroom
Butner,27509,92363.92517,27509,2,6285,1325,41467,27509,21.08194113,2 bedroom
Buxton,27920,229415.5435,27920,2,1327,542,48796,27920,40.84400904,2 bedroom
Camden,27921,191515.0708,27921,5,4889,595,63563,27921,12.17017795,2 bedroom
Cameron,28326,88312.97872,28326,5,23385,3280,61299,28326,14.0260851,2 bedroom
Candler,28715,133210.2761,28715,5,26318,3319,53594,28715,12.61114066,2 bedroom
Canton,28716,117080.375,28716,5,17807,2681,49018,28716,15.0558769,2 bedroom
Carolina Beach,28428,233397.1087,28428,1,6533,603,71250,28428,9.230062758,2 bedroom
Carrboro,27510,159178.113,27510,3,15528,2471,53155,27510,15.91318908,2 bedroom
Cary,27511,131186.0374,27511,7,34525,3653,74339,27511,10.5807386,2 bedroom
Cary,27513,140526.102,27513,7,44821,2443,92858,27513,5.450570045,2 bedroom
Cary,27518,141988.8185,27518,1,20875,918,106833,27518,4.39760479,2 bedroom
Cary,27519,217218.9456,27519,11,55111,1916,130337,27519,3.476619913,2 bedroom
Casar,28020,77218.04887,28020,1,2082,301,42700,28020,14.45725264,2 bedroom
Cashiers,28717,284016.3115,28717,3,1640,240,41108,28717,14.63414634,2 bedroom
Castle Hayne,28429,140612.3346,28429,3,7525,707,49346,28429,9.395348837,2 bedroom
Catawba,28609,110627.2563,28609,3,5788,467,59495,28609,8.068417415,2 bedroom
Chapel Hill,27514,170009.3222,27514,5,32304,3901,70849,27514,12.07590391,2 bedroom
Chapel Hill,27516,212048.0755,27516,13,41551,5747,85615,27516,13.8311954,2 bedroom
Chapel Hill,27517,184342.0783,27517,5,24092,2085,84940,27517,8.654325087,2 bedroom
Charlotte,28202,261665.1429,28202,4,12745,1354,90972,28202,10.62377403,2 bedroom
Charlotte,28203,226871.6259,28203,2,15946,2313,81094,28203,14.50520507,2 bedroom
Charlotte,28204,211772.0442,28204,3,6725,1148,61700,28204,17.07063197,2 bedroom
Charlotte,28205,152113.8605,28205,11,48539,10702,49378,28205,22.04824986,2 bedroom
Charlotte,28206,74501.91126,28206,6,11919,3480,31617,28206,29.19708029,2 bedroom
Charlotte,28207,192888.483,28207,2,9539,485,129886,28207,5.084390397,2 bedroom
Charlotte,28208,70714.77891,28208,11,39700,9954,34925,28208,25.07304786,2 bedroom
Charlotte,28209,165192.5,28209,6,22694,2830,72535,28209,12.47025646,2 bedroom
Charlotte,28210,128704.3912,28210,8,48304,5086,68692,28210,10.52914872,2 bedroom
Charlotte,28211,134058.9082,28211,8,30789,3507,84366,28211,11.39043165,2 bedroom
Charlotte,28212,81837.39796,28212,8,45694,11593,39439,28212,25.37094586,2 bedroom
Charlotte,28213,96580.61905,28213,4,40724,8142,43984,28213,19.99312445,2 bedroom
Charlotte,28214,103719.5238,28214,8,41356,5248,60837,28214,12.68981526,2 bedroom
Charlotte,28215,76445.32313,28215,10,62533,10998,50305,28215,17.58751379,2 bedroom
Charlotte,28216,94921.68367,28216,8,51116,7238,48647,28216,14.15994992,2 bedroom
Charlotte,28217,74774.80952,28217,3,29410,6806,49230,28217,23.14178851,2 bedroom
Charlotte,28226,117287.5238,28226,2,39631,2604,94492,28226,6.570613913,2 bedroom
Charlotte,28262,110756.1463,28262,11,43046,7613,53261,28262,17.68573154,2 bedroom
Charlotte,28269,112884.1429,28269,10,76811,5341,64803,28269,6.953431149,2 bedroom
Charlotte,28270,119933.3231,28270,3,35059,1273,95224,28270,3.631021992,2 bedroom
Charlotte,28273,112356.983,28273,10,39483,3705,63687,28273,9.383785427,2 bedroom
Charlotte,28277,151120.1395,28277,11,71605,2660,105885,28277,3.714824384,2 bedroom
Charlotte,28278,186049.6429,28278,4,27286,1257,90282,28278,4.606758044,2 bedroom
Cherryville,28021,70106.23684,28021,4,13991,1864,45606,28021,13.3228504,2 bedroom
China Grove,28023,82503.84706,28023,7,15623,2442,54626,28023,15.63080074,2 bedroom
Chocowinity,27817,68239.14286,27817,3,7773,1391,50526,27817,17.89527853,2 bedroom
Claremont,28610,94183.22789,28610,5,10120,964,55997,28610,9.5256917,2 bedroom
Clayton,27520,100629.7828,27520,8,40611,2700,65190,27520,6.648445003,2 bedroom
Clayton,27527,131017.4007,27527,4,23160,1307,87313,27527,5.643350604,2 bedroom
Clemmons,27012,107624.4082,27012,4,27478,1580,80045,27012,5.750054589,2 bedroom
Cleveland,27013,107542.9545,27013,2,6135,871,51372,27013,14.19722901,2 bedroom
Climax,27233,92851.33333,27233,1,3643,168,67278,27233,4.611583859,2 bedroom
Clyde,28721,149768.4044,28721,4,10152,1622,46290,28721,15.97714736,2 bedroom
Coats,27521,104243.3333,27521,1,6111,1279,44231,27521,20.92947144,2 bedroom
Collettsville,28611,58470.31441,28611,1,1162,171,61810,28611,14.71600688,2 bedroom
Columbia,27925,59533.86713,27925,3,3991,863,37674,27925,21.62365322,2 bedroom
Concord,28025,88607.87755,28025,14,54829,8376,54774,28025,15.27658721,2 bedroom
Concord,28027,99018.84354,28027,17,63423,4694,71067,28027,7.401100547,2 bedroom
Conover,28613,88233.82313,28613,5,22233,3053,54585,28613,13.73184006,2 bedroom
Conway,27820,36443.14679,27820,2,2211,424,39839,27820,19.17684306,2 bedroom
Cooleemee,27014,51090.22941,27014,1,854,260,37143,27014,30.44496487,2 bedroom
Cornelius,28031,147872.2177,28031,5,27460,2034,89823,28031,7.407137655,2 bedroom
Corolla,27927,203252.6667,27927,1,932,89,65795,27927,9.549356223,2 bedroom
Cove City,28523,78845.02667,28523,1,2364,299,62533,28523,12.64805415,2 bedroom
Cramerton,28032,93693.32353,28032,1,3296,570,59071,28032,17.29368932,2 bedroom
Creedmoor,27522,111596.4082,27522,7,11861,1133,65589,27522,9.552314307,2 bedroom
Cullowhee,28723,179748.7688,28723,1,11182,2562,33180,28723,22.91182257,2 bedroom
Currituck,27929,175247.7449,27929,1,1711,104,80185,27929,6.078316774,2 bedroom
Dallas,28034,79901.89925,28034,5,17327,2486,46423,28034,14.34755007,2 bedroom
Danbury,27016,79444.0813,27016,1,1395,145,50263,27016,10.39426523,2 bedroom
Davidson,28036,161485.9796,28036,2,17824,700,117685,28036,3.927289048,2 bedroom
Deep Run,28525,48117.20068,28525,1,2919,709,36373,28525,24.28914012,2 bedroom
Denton,27239,88703.28231,27239,3,9066,1268,48091,27239,13.98632252,2 bedroom
Denver,28037,197915.4558,28037,6,20110,1449,75516,28037,7.205370462,2 bedroom
Dobson,27017,81297.05882,27017,6,9236,1461,41201,27017,15.81853616,2 bedroom
Dudley,28333,56528.17143,28333,3,11075,4797,30172,28333,43.31376975,2 bedroom
Dunn,28334,57149.80328,28334,7,24780,6009,36751,28334,24.24939467,2 bedroom
Durham,27701,138000,27701,8,22849,6448,36606,27701,28.22005339,2 bedroom
Durham,27703,158476.0327,27703,13,51163,7943,60438,27703,15.52489103,2 bedroom
Durham,27704,107897.3167,27704,12,39281,8620,46720,27704,21.94445152,2 bedroom
Durham,27705,135719.2954,27705,5,49019,7336,52256,27705,14.96562557,2 bedroom
Durham,27707,123438.1032,27707,15,51168,8112,51851,27707,15.85365854,2 bedroom
Durham,27712,142186.4128,27712,6,21100,1024,83418,27712,4.853080569,2 bedroom
Durham,27713,126517.3214,27713,5,54621,6305,74077,27713,11.54317936,2 bedroom
East Bend,27018,90645.30667,27018,5,7714,850,45714,27018,11.01892663,2 bedroom
East Flat Rock,28726,104624.8263,28726,3,3219,272,36054,28726,8.449829139,2 bedroom
Eden,27288,43276.87413,27288,7,23689,4768,37384,27288,20.12748533,2 bedroom
Efland,27243,146995.0983,27243,2,4431,276,66975,27243,6.228842248,2 bedroom
Elizabeth City,27909,87616.26923,27909,12,39515,5999,48277,27909,15.18157662,2 bedroom
Elkin,28621,65095.68248,28621,4,10499,1835,47034,28621,17.47785503,2 bedroom
Ellenboro,28040,49692.22449,28040,1,7738,1283,38957,28040,16.58051176,2 bedroom
Ellerbe,28338,65483.98352,28338,2,4663,530,45260,28338,11.36607334,2 bedroom
Elm City,27822,67382.36957,27822,4,8459,1215,47181,27822,14.36339993,2 bedroom
Elon,27244,93015.19728,27244,4,15535,2031,57511,27244,13.07370454,2 bedroom
Enfield,27823,18196.18367,27823,3,7890,2148,31951,27823,27.2243346,2 bedroom
Erwin,28339,85966.09239,28339,3,7357,1380,40464,28339,18.75764578,2 bedroom
Etowah,28729,172114.8776,28729,1,3271,120,52702,28729,3.668602874,2 bedroom
Fairmont,28340,32429.95455,28340,5,9657,2775,30026,28340,28.73563218,2 bedroom
Fairview,28730,174238.1413,28730,1,9248,649,62995,28730,7.017733564,2 bedroom
Farmville,27828,62685.29891,27828,4,9489,2519,37305,27828,26.54652756,2 bedroom
Fayetteville,28301,52890.4932,28301,15,17600,6167,26261,28301,35.03977273,2 bedroom
Fayetteville,28303,62955.04762,28303,9,29414,5981,39896,28303,20.33385463,2 bedroom
Fayetteville,28304,75807.08503,28304,15,36404,6624,48358,28304,18.19580266,2 bedroom
Fayetteville,28305,95175.96599,28305,4,5705,811,50020,28305,14.21560035,2 bedroom
Fayetteville,28306,61014.14286,28306,11,41944,7119,51597,28306,16.97263017,2 bedroom
Fayetteville,28311,90987.02041,28311,6,35641,5681,47534,28311,15.93950787,2 bedroom
Fayetteville,28312,68020.26119,28312,4,19196,3435,44683,28312,17.89435299,2 bedroom
Fayetteville,28314,70732.86395,28314,6,58110,9818,47873,28314,16.89554294,2 bedroom
Ferguson,28624,204319.9723,28624,1,1339,300,32432,28624,22.40477969,2 bedroom
Flat Rock,28731,173483.2618,28731,2,8354,792,55611,28731,9.480488389,2 bedroom
Fletcher,28732,143904.3185,28732,2,17479,1305,59993,28732,7.46610218,2 bedroom
Forest City,28043,49372.14626,28043,7,21075,5102,35484,28043,24.20877817,2 bedroom
Four Oaks,27524,81278.369,27524,3,13916,2157,48052,27524,15.50014372,2 bedroom
Franklinton,27525,66502.25543,27525,5,14323,2295,51570,27525,16.0231795,2 bedroom
Franklinville,27248,76776.77193,27248,2,4249,396,44832,27248,9.319839962,2 bedroom
Fremont,27830,41357.86486,27830,2,4841,834,44366,27830,17.22784549,2 bedroom
Fuquay Varina,27526,123032.1806,27526,6,47425,4218,76880,27526,8.894043226,2 bedroom
Garner,27529,116920.3394,27529,12,48833,5650,60801,27529,11.57004485,2 bedroom
