City,RegionName,avg,zip,count,population,poverty_count,median_household_income,zipcode,poverty_rate,rooms
Norwood,28128,122880.8707,28128,4,7056,883,45689,28128,12.51417234,3 bedroom
Oak Ridge,27310,214474.534,27310,1,7290,153,117039,27310,2.098765432,3 bedroom
Oakboro,28129,136319.3639,28129,2,5287,433,50609,28129,8.189899754,3 bedroom
Old Fort,28762,138556.9638,28762,1,6958,1546,37845,28762,22.21902846,3 bedroom
Olin,28660,179882.3407,28660,2,1878,162,45165,28660,8.626198083,3 bedroom
Orrum,28369,65473.69697,28369,1,2865,764,29848,28369,26.66666667,3 bedroom
Oxford,27565,132283.9218,27565,10,25375,3947,47056,27565,15.5546798,3 bedroom
Parkton,28371,91475.77211,28371,1,7249,1331,50523,28371,18.36115326,3 bedroom
Pembroke,28372,80533.45455,28372,5,14022,3627,29399,28372,25.86649551,3 bedroom
Pendleton,27862,60918.83893,27862,1,649,124,37500,27862,19.10631741,3 bedroom
Pikeville,27863,132573.1088,27863,3,12855,1560,56724,27863,12.13535589,3 bedroom
Pilot Mountain,27041,136563.5062,27041,4,7947,1439,41771,27041,18.10746194,3 bedroom
Pine Hall,27042,112473.2082,27042,1,610,17,55156,27042,2.786885246,3 bedroom
Pine Level,27568,129600.2537,27568,1,596,25,45263,27568,4.194630872,3 bedroom
Pinehurst,28374,253636.3469,28374,1,17190,443,82312,28374,2.577079697,3 bedroom
Pinetops,27864,53062.85338,27864,3,4911,871,40455,27864,17.73569538,3 bedroom
Pinetown,27865,96601.46947,27865,2,2168,290,63917,27865,13.37638376,3 bedroom
Pineville,28134,154614.1429,28134,2,11049,1201,57047,28134,10.86976197,3 bedroom
Pinnacle,27043,143748.0672,27043,2,7094,884,51510,27043,12.46123485,3 bedroom
Pittsboro,27312,257545.3027,27312,4,20368,1706,72315,27312,8.375883739,3 bedroom
Pleasant Garden,27313,151398.6939,27313,1,7134,645,61914,27313,9.041211102,3 bedroom
Pollocksville,28573,96032.96939,28573,1,2053,491,44083,28573,23.91622017,3 bedroom
Poplar Branch,27965,134854.6633,27965,1,693,147,41250,27965,21.21212121,3 bedroom
Princeton,27569,122230.7345,27569,2,7942,1380,43958,27569,17.37597582,3 bedroom
Raeford,28376,140920.3135,28376,11,44328,7967,49480,28376,17.97283884,3 bedroom
Raleigh,27601,195925.7653,27601,6,10445,2737,36781,27601,26.20392532,3 bedroom
Raleigh,27603,185117.1837,27603,6,53803,9560,64087,27603,17.76852592,3 bedroom
Raleigh,27604,153511.2007,27604,6,47761,6634,58626,27604,13.88999393,3 bedroom
Raleigh,27605,363385.8605,27605,4,5490,725,62479,27605,13.20582878,3 bedroom
Raleigh,27606,198711.0272,27606,11,46589,8967,51959,27606,19.24703256,3 bedroom
Raleigh,27607,266155.0442,27607,4,29536,2870,77092,27607,9.71695558,3 bedroom
Raleigh,27608,358955.1463,27608,3,11054,534,107875,27608,4.830830469,3 bedroom
Raleigh,27609,204068.2823,27609,6,32870,3395,58983,27609,10.32856708,3 bedroom
Raleigh,27610,139975.9592,27610,14,78475,15074,50092,27610,19.20866518,3 bedroom
Raleigh,27612,225812.1973,27612,5,38748,3218,76765,27612,8.304944771,3 bedroom
Raleigh,27613,212543.7687,27613,5,42933,1760,96185,27613,4.09941071,3 bedroom
Raleigh,27614,210067.1871,27614,10,33287,1239,106469,27614,3.722173822,3 bedroom
Raleigh,27615,202863.5136,27615,8,43461,2412,82214,27615,5.549803272,3 bedroom
Raleigh,27616,157227.7857,27616,7,53364,6027,68084,27616,11.29413087,3 bedroom
Raleigh,27617,223916.3242,27617,1,18856,1178,83309,27617,6.247348324,3 bedroom
Ramseur,27316,99802.01053,27316,4,7157,1765,39570,27316,24.66117088,3 bedroom
Randleman,27317,130986.9014,27317,4,16640,2666,43754,27317,16.02163462,3 bedroom
Red Oak,27809,89932.91667,27809,4,5083,932,47940,27809,18.33562857,3 bedroom
Red Springs,28377,55080.87549,28377,4,12933,4682,28176,28377,36.20196397,3 bedroom
Reidsville,27320,125919.1973,27320,13,38634,6678,41771,27320,17.28529275,3 bedroom
Rennert,28386,61879.56078,28386,1,5997,2230,31092,28386,37.1852593,3 bedroom
Richfield,28137,124572.6361,28137,1,3248,189,52167,28137,5.818965517,3 bedroom
Richlands,28574,143648.1373,28574,4,18116,2502,49267,28574,13.8109958,3 bedroom
Roanoke Rapids,27870,71340.32313,27870,7,25792,6125,36287,27870,23.7476737,3 bedroom
Roaring River,28669,80986.1451,28669,1,2663,264,41250,28669,9.913631243,3 bedroom
Robbins,27325,98714.51163,27325,3,6767,1391,43333,27325,20.55563765,3 bedroom
Rockingham,28379,86512.01646,28379,8,24403,5713,36806,28379,23.41105602,3 bedroom
Rockwell,28138,138127.1565,28138,2,9912,1051,50331,28138,10.60330912,3 bedroom
Rocky Mount,27801,52739.62925,27801,6,19737,5538,32346,27801,28.05897553,3 bedroom
Rocky Mount,27803,99638.33218,27803,3,18791,2851,47843,27803,15.17215688,3 bedroom
Rocky Mount,27804,120160.7333,27804,9,29938,3631,51385,27804,12.12839869,3 bedroom
Rocky Point,28457,171127.2595,28457,4,10303,2112,48843,28457,20.49888382,3 bedroom
Rodanthe,27982,303913.2932,27982,1,54,10,-666666666,27982,18.51851852,3 bedroom
Rolesville,27571,187283.7823,27571,4,6664,210,112425,27571,3.151260504,3 bedroom
Ronda,28670,80271.68367,28670,3,3590,269,50774,28670,7.493036212,3 bedroom
Rowland,28383,54498.30303,28383,4,8854,2536,33952,28383,28.6424215,3 bedroom
Roxboro,27573,99986.46259,27573,5,11158,3113,32726,27573,27.8992651,3 bedroom
Roxboro,27574,144217.4014,27574,4,14489,2129,50483,27574,14.69390572,3 bedroom
Ruffin,27326,101460.4355,27326,1,2872,499,49053,27326,17.37465181,3 bedroom
Rural Hall,27045,123260.0068,27045,1,9374,975,53932,27045,10.40110945,3 bedroom
Rutherfordton,28139,116586.1088,28139,4,20900,2510,45053,28139,12.00956938,3 bedroom
Saint Pauls,28384,67853.71484,28384,3,11199,2468,32744,28384,22.03768194,3 bedroom
Salisbury,28144,115449.3529,28144,4,25158,4766,43136,28144,18.9442722,3 bedroom
Salisbury,28146,153681.8,28146,7,27496,4264,51806,28146,15.50771021,3 bedroom
Salisbury,28147,159839.0952,28147,4,24878,4395,49048,28147,17.66621111,3 bedroom
Sandy Ridge,27046,111883.7823,27046,1,1922,242,38589,27046,12.59105099,3 bedroom
Sanford,27330,119138.3435,27330,13,39279,6191,48744,27330,15.76160289,3 bedroom
Sanford,27332,129956.1156,27332,4,31629,4352,57649,27332,13.75952449,3 bedroom
Scotland Neck,27874,48398.68443,27874,2,3766,915,36023,27874,24.29633563,3 bedroom
Seagrove,27341,85989.61565,27341,2,5263,471,44789,27341,8.949268478,3 bedroom
Selma,27576,116159.5956,27576,2,18104,4918,38676,27576,27.16526734,3 bedroom
Semora,27343,297236.6304,27343,1,1579,290,64244,27343,18.36605446,3 bedroom
Seven Lakes,27376,204315.0867,27376,3,8998,811,63278,27376,9.013114025,3 bedroom
Seven Springs,28578,94539.43878,28578,1,6858,1926,44288,28578,28.0839895,3 bedroom
Shallotte,28470,176600.1594,28470,2,12089,2359,39636,28470,19.51360741,3 bedroom
Shawboro,27973,173825.3776,27973,1,1143,146,41736,27973,12.77340332,3 bedroom
Shelby,28150,109365.6463,28150,8,27581,6350,38328,28150,23.02309561,3 bedroom
Shelby,28152,112468.966,28152,10,25348,5132,41492,28152,20.24617327,3 bedroom
Sherrills Ford,28673,245218.3299,28673,1,6307,275,78479,28673,4.36023466,3 bedroom
Siler City,27344,117643.5935,27344,7,18798,3720,42680,27344,19.78933929,3 bedroom
Sims,27880,156309.9436,27880,1,3242,589,65768,27880,18.16779766,3 bedroom
Smithfield,27577,128001.2206,27577,8,25330,4465,46508,27577,17.62731938,3 bedroom
Smyrna,28579,152082.5578,28579,1,554,129,46964,28579,23.28519856,3 bedroom
Snow Camp,27349,148832.5402,27349,1,5500,436,52547,27349,7.927272727,3 bedroom
Sophia,27350,131679.5298,27350,1,6021,569,44147,27350,9.450257432,3 bedroom
Southern Pines,28387,221608.8418,28387,3,15526,2017,60617,28387,12.99111168,3 bedroom
Spencer,28159,96788.57647,28159,3,2908,698,38125,28159,24.00275103,3 bedroom
Spindale,28160,63400.33673,28160,2,3586,433,36199,28160,12.07473508,3 bedroom
Spring Hope,27882,108830.2554,27882,2,7637,1827,42587,27882,23.92300642,3 bedroom
Spring Lake,28390,93309.22789,28390,8,23790,4763,46600,28390,20.02101723,3 bedroom
Stallings,28104,178904.8027,28104,5,31085,1349,104745,28104,4.339713688,3 bedroom
Stanfield,28163,166195.5816,28163,1,5469,416,64559,28163,7.606509417,3 bedroom
Stanley,28164,148543.119,28164,3,15099,1140,56762,28164,7.550168885,3 bedroom
Stantonsburg,27883,88320.95109,27883,2,2970,592,44561,27883,19.93265993,3 bedroom
State Road,28676,120973.9388,28676,2,4028,492,52543,28676,12.21449851,3 bedroom
Statesville,28625,138312.0222,28625,6,39518,4945,50216,28625,12.51328509,3 bedroom
Statesville,28677,122795.777,28677,15,34545,6196,45191,28677,17.93602547,3 bedroom
Stedman,28391,122530.017,28391,2,5984,1268,52762,28391,21.18983957,3 bedroom
Stem,27581,134641.4694,27581,1,4832,112,63667,27581,2.317880795,3 bedroom
Stokes,27884,101684.9731,27884,1,1301,0,60147,27884,0,3 bedroom
Stokesdale,27357,167666.7211,27357,1,8652,1195,61101,27357,13.81183541,3 bedroom
Stoneville,27048,124207.7924,27048,1,8059,1432,53154,27048,17.76895396,3 bedroom
Stony Point,28678,161406.6437,28678,1,6577,650,48083,28678,9.882925346,3 bedroom
Stovall,27582,47641.17391,27582,1,447,110,-666666666,27582,24.60850112,3 bedroom
Sugar Grove,28679,191958.9592,28679,2,1740,202,46250,28679,11.6091954,3 bedroom
Summerfield,27358,205177.7041,27358,2,15184,765,90909,27358,5.038198103,3 bedroom
Sunbury,27979,100088.0608,27979,1,1547,53,59688,27979,3.425985779,3 bedroom
Surf City,28445,266659.8757,28445,3,7278,910,59766,28445,12.50343501,3 bedroom
Swannanoa,28778,178419.9108,28778,4,9939,1562,46265,28778,15.71586679,3 bedroom
Swansboro,28584,191618.1667,28584,5,12265,1620,59102,28584,13.20831635,3 bedroom
Sylva,28779,182351.6957,28779,5,18141,2513,53582,28779,13.85259908,3 bedroom
Tarboro,27886,65345.04082,27886,10,20450,4240,35959,27886,20.73349633,3 bedroom
Taylorsville,28681,137122.5833,28681,7,25636,3254,45788,28681,12.69308785,3 bedroom
Thomasville,27360,113008.2143,27360,12,45603,7386,43661,27360,16.19630287,3 bedroom
Timberlake,27583,168512.0714,27583,1,7020,505,58274,27583,7.193732194,3 bedroom
Tobaccoville,27050,125994.0544,27050,1,3995,343,54167,27050,8.585732165,3 bedroom
Traphill,28685,88433.90476,28685,1,1979,548,37813,28685,27.69075291,3 bedroom
Trenton,28585,82897.48315,28585,3,3674,1190,31600,28585,32.38976592,3 bedroom
Trinity,27370,132061.7823,27370,7,15678,1714,51748,27370,10.9325169,3 bedroom
Troutman,28166,158912.7955,28166,3,9394,1050,61406,28166,11.17734724,3 bedroom
Union Grove,28689,201544.7372,28689,1,2071,346,61000,28689,16.70690488,3 bedroom
Valdese,28690,149208.5455,28690,3,9125,1549,41875,28690,16.97534247,3 bedroom
Vale,28168,137285.3709,28168,3,10056,1173,47888,28168,11.6646778,3 bedroom
Vanceboro,28586,91736.7415,28586,2,7259,1615,35500,28586,22.24824356,3 bedroom
Vass,28394,188840.7602,28394,2,5303,1113,47018,28394,20.98811993,3 bedroom
Vilas,28692,201330.8741,28692,1,3941,409,56361,28692,10.37807663,3 bedroom
Wade,28395,118117.6088,28395,1,2466,216,54656,28395,8.759124088,3 bedroom
Wagram,28396,75987.34014,28396,1,2620,711,44901,28396,27.13740458,3 bedroom
Wake Forest,27587,204092.6497,27587,11,66583,3624,92878,27587,5.442830753,3 bedroom
Walkertown,27051,122678.8367,27051,4,7678,824,47940,27051,10.73196145,3 bedroom
Walnut Cove,27052,119756.2721,27052,5,9906,1724,39460,27052,17.40359378,3 bedroom
Washington,27889,114628.8605,27889,7,26576,5692,40740,27889,21.41782059,3 bedroom
Waxhaw,28173,186420.7704,28173,12,56910,2124,116043,28173,3.732208751,3 bedroom
Waynesville,28785,250860.7243,28785,1,7811,890,58551,28785,11.39418768,3 bedroom
Waynesville,28786,208195.2527,28786,6,20821,2754,48486,28786,13.2270304,3 bedroom
Weaverville,28787,224048.2823,28787,6,21314,2495,53258,28787,11.70592099,3 bedroom
Weldon,27890,39490.92609,27890,3,2778,1230,28264,27890,44.27645788,3 bedroom
Wendell,27591,148939.4796,27591,10,21098,2106,62651,27591,9.981988814,3 bedroom
Whispering Pines,28327,183980.699,28327,4,16192,2051,53080,28327,12.66674901,3 bedroom
Whitakers,27891,74342.1044,27891,1,5356,1229,42656,27891,22.94622853,3 bedroom
Whittier,28789,189530.1568,28789,1,5281,750,40708,28789,14.20185571,3 bedroom
Wilkesboro,28697,136654.1088,28697,4,13638,2148,46769,28697,15.75010999,3 bedroom
Willow Spring,27592,157528.3646,27592,2,15588,1451,67820,27592,9.308442392,3 bedroom
Wilmington,28401,132993.2213,28401,9,24279,7487,33309,28401,30.83734915,3 bedroom
Wilmington,28403,184401.2756,28403,8,40919,10576,37235,28403,25.84618392,3 bedroom
Wilmington,28405,167826.2835,28405,9,32330,5569,54544,28405,17.22548716,3 bedroom
Wilmington,28409,216251.0512,28409,4,34180,2938,78761,28409,8.595669982,3 bedroom
Wilmington,28411,201359.7659,28411,2,37995,3639,72045,28411,9.577575997,3 bedroom
Wilmington,28412,189725.5827,28412,9,38213,6231,52306,28412,16.30596917,3 bedroom
Wilson,27813,77289.53804,27813,1,825,220,35625,27813,26.66666667,3 bedroom
Wilson,27893,86544.39785,27893,18,39372,11414,34210,27893,28.99014528,3 bedroom
Wilson,27896,148771.8974,27896,2,20681,1860,63792,27896,8.993762391,3 bedroom
Wingate,28174,135932.0112,28174,2,9284,1729,48936,28174,18.62343817,3 bedroom
Winnabow,28479,187110.1923,28479,1,6274,634,59175,28479,10.10519605,3 bedroom
Winston-Salem,27040,144204.415,27040,2,11803,1176,73442,27040,9.963568584,3 bedroom
Winston-Salem,27101,98002.48299,27101,10,19681,5935,31805,27101,30.15598801,3 bedroom
Winston-Salem,27103,135946.8129,27103,4,34993,5856,49623,27103,16.73477553,3 bedroom
Winston-Salem,27104,161377.2755,27104,6,27892,2509,64579,27104,8.995410871,3 bedroom
Winston-Salem,27105,88854.84694,27105,13,40530,11089,33937,27105,27.35998026,3 bedroom
Winston-Salem,27106,140838.1463,27106,13,48351,8233,49947,27106,17.02756923,3 bedroom
Winston-Salem,27107,118242.4218,27107,7,47610,12051,42787,27107,25.31190926,3 bedroom
Winston-Salem,27127,122393.3095,27127,9,39902,7308,48262,27127,18.31487144,3 bedroom
Winterville,28590,148498.7716,28590,5,24613,2747,65594,28590,11.1607687,3 bedroom
Woodleaf,27054,151278.8471,27054,1,2388,161,70101,27054,6.742043551,3 bedroom
Wrightsville Beach,28480,867084.6548,28480,1,2536,216,83417,28480,8.517350158,3 bedroom
Yadkinville,27055,122836.2727,27055,4,14131,1855,44574,27055,13.12716722,3 bedroom
Youngsville,27596,165427.6553,27596,3,18359,1624,70535,27596,8.845797701,3 bedroom
Zebulon,27597,147983.4796,27597,5,23538,2995,58514,27597,12.7241057,3 bedroom
Zionville,28698,174710.9796,28698,1,2247,511,42609,28698,22.74143302,3 bedroom
