City,RegionName,avg,zip,count,City_category,population,poverty_count,median_household_income,zipcode,poverty_rate
Charlotte,28226,117287.52380952382,28226,2,56,39631.0,2604.0,94492.0,28226,6.570613913350661
Charlotte,28262,110756.1462585034,28262,11,56,43046.0,7613.0,53261.0,28262,17.68573154300051
Charlotte,28269,112884.14285714286,28269,10,56,76811.0,5341.0,64803.0,28269,6.953431149184363
Charlotte,28270,119933.3231292517,28270,3,56,35059.0,1273.0,95224.0,28270,3.6310219915000426
Charlotte,28273,112356.98299319728,28273,10,56,39483.0,3705.0,63687.0,28273,9.383785426639315
Charlotte,28277,151120.1394557823,28277,11,56,71605.0,2660.0,105885.0,28277,3.7148243837720822
Charlotte,28278,186049.64285714287,28278,4,56,27286.0,1257.0,90282.0,28278,4.606758044418383
Cherryville,28021,70106.23684210527,28021,4,57,13991.0,1864.0,45606.0,28021,13.322850403831037
China Grove,28023,82503.84705882354,28023,7,58,15623.0,2442.0,54626.0,28023,15.630800742495039
Chocowinity,27817,68239.14285714286,27817,3,59,7773.0,1391.0,50526.0,27817,17.895278528238773
Claremont,28610,94183.22789115646,28610,5,60,10120.0,964.0,55997.0,28610,9.525691699604744
Clayton,27520,100629.78275862068,27520,8,61,40611.0,2700.0,65190.0,27520,6.6484450025855075
Clayton,27527,131017.40073529411,27527,4,61,23160.0,1307.0,87313.0,27527,5.643350604490501
Clemmons,27012,107624.40816326531,27012,4,62,27478.0,1580.0,80045.0,27012,5.750054589125846
Cleveland,27013,107542.95454545454,27013,2,63,6135.0,871.0,51372.0,27013,14.197229013854933
Climax,27233,92851.33333333333,27233,1,64,3643.0,168.0,67278.0,27233,4.611583859456491
Clyde,28721,149768.4043715847,28721,4,65,10152.0,1622.0,46290.0,28721,15.977147360126086
Coats,27521,104243.33333333333,27521,1,66,6111.0,1279.0,44231.0,27521,20.929471444935363
Collettsville,28611,58470.31441048035,28611,1,67,1162.0,171.0,61810.0,28611,14.716006884681585
Columbia,27925,59533.86713286713,27925,3,68,3991.0,863.0,37674.0,27925,21.623653219744426
Concord,28025,88607.87755102041,28025,14,69,54829.0,8376.0,54774.0,28025,15.27658720749968
Concord,28027,99018.84353741497,28027,17,69,63423.0,4694.0,71067.0,28027,7.40110054712013
Conover,28613,88233.8231292517,28613,5,70,22233.0,3053.0,54585.0,28613,13.73184005757208
Conway,27820,36443.14678899082,27820,2,71,2211.0,424.0,39839.0,27820,19.17684305744007
Cooleemee,27014,51090.2294117647,27014,1,72,854.0,260.0,37143.0,27014,30.444964871194376
Cornelius,28031,147872.21768707482,28031,5,73,27460.0,2034.0,89823.0,28031,7.407137654770576
Corolla,27927,203252.66666666666,27927,1,74,932.0,89.0,65795.0,27927,9.549356223175966
Cove City,28523,78845.02666666667,28523,1,75,2364.0,299.0,62533.0,28523,12.648054145516074
Cramerton,28032,93693.32352941176,28032,1,76,3296.0,570.0,59071.0,28032,17.29368932038835
Creedmoor,27522,111596.40816326531,27522,7,77,11861.0,1133.0,65589.0,27522,9.55231430739398
Cullowhee,28723,179748.7688172043,28723,1,78,11182.0,2562.0,33180.0,28723,22.9118225719907
Currituck,27929,175247.74489795917,27929,1,79,1711.0,104.0,80185.0,27929,6.078316773816482
Dallas,28034,79901.89925373135,28034,5,80,17327.0,2486.0,46423.0,28034,14.347550066370404
Danbury,27016,79444.081300813,27016,1,81,1395.0,145.0,50263.0,27016,10.394265232974911
Davidson,28036,161485.97959183675,28036,2,82,17824.0,700.0,117685.0,28036,3.927289048473968
Deep Run,28525,48117.20068027211,28525,1,83,2919.0,709.0,36373.0,28525,24.289140116478247
Denton,27239,88703.28231292516,27239,3,84,9066.0,1268.0,48091.0,27239,13.986322523714977
Denver,28037,197915.45578231293,28037,6,85,20110.0,1449.0,75516.0,28037,7.2053704624564885
Dobson,27017,81297.05882352941,27017,6,86,9236.0,1461.0,41201.0,27017,15.818536162841056
Dudley,28333,56528.171428571426,28333,3,87,11075.0,4797.0,30172.0,28333,43.313769751693
Dunn,28334,57149.80327868852,28334,7,88,24780.0,6009.0,36751.0,28334,24.24939467312349
Durham,27701,138000.0,27701,8,89,22849.0,6448.0,36606.0,27701,28.220053394021626
Durham,27703,158476.03272727272,27703,13,89,51163.0,7943.0,60438.0,27703,15.52489103453668
Durham,27704,107897.31672597864,27704,12,89,39281.0,8620.0,46720.0,27704,21.9444515160001
Durham,27705,135719.2953736655,27705,5,89,49019.0,7336.0,52256.0,27705,14.965625573757114
Durham,27707,123438.10320284698,27707,15,89,51168.0,8112.0,51851.0,27707,15.853658536585364
Durham,27712,142186.4128113879,27712,6,89,21100.0,1024.0,83418.0,27712,4.853080568720379
Durham,27713,126517.32142857143,27713,5,89,54621.0,6305.0,74077.0,27713,11.543179363248568
East Bend,27018,90645.30666666667,27018,5,90,7714.0,850.0,45714.0,27018,11.018926626912107
East Flat Rock,28726,104624.82631578947,28726,3,91,3219.0,272.0,36054.0,28726,8.449829139484311
Eden,27288,43276.87412587413,27288,7,92,23689.0,4768.0,37384.0,27288,20.127485330744232
Efland,27243,146995.09829059828,27243,2,93,4431.0,276.0,66975.0,27243,6.2288422477995935
Elizabeth City,27909,87616.26923076923,27909,12,94,39515.0,5999.0,48277.0,27909,15.181576616474755
Elkin,28621,65095.68248175183,28621,4,95,10499.0,1835.0,47034.0,28621,17.477855033812745
Ellenboro,28040,49692.22448979592,28040,1,96,7738.0,1283.0,38957.0,28040,16.580511760144738
Ellerbe,28338,65483.98351648352,28338,2,97,4663.0,530.0,45260.0,28338,11.366073343341196
Elm City,27822,67382.36956521739,27822,4,98,8459.0,1215.0,47181.0,27822,14.363399929069633
Elon,27244,93015.19727891157,27244,4,99,15535.0,2031.0,57511.0,27244,13.073704538139687
Enfield,27823,18196.183673469386,27823,3,100,7890.0,2148.0,31951.0,27823,27.224334600760454
Erwin,28339,85966.09239130435,28339,3,101,7357.0,1380.0,40464.0,28339,18.7576457795297
Etowah,28729,172114.8775510204,28729,1,102,3271.0,120.0,52702.0,28729,3.6686028737389176
Fairmont,28340,32429.954545454544,28340,5,103,9657.0,2775.0,30026.0,28340,28.73563218390805
Fairview,28730,174238.14126394052,28730,1,104,9248.0,649.0,62995.0,28730,7.017733564013841
Farmville,27828,62685.29891304348,27828,4,105,9489.0,2519.0,37305.0,27828,26.546527558225318
Fayetteville,28301,52890.49319727891,28301,15,106,17600.0,6167.0,26261.0,28301,35.03977272727273
Fayetteville,28303,62955.04761904762,28303,9,106,29414.0,5981.0,39896.0,28303,20.333854627048346
Fayetteville,28304,75807.08503401361,28304,15,106,36404.0,6624.0,48358.0,28304,18.195802659048454
Fayetteville,28305,95175.96598639456,28305,4,106,5705.0,811.0,50020.0,28305,14.215600350569675
Fayetteville,28306,61014.142857142855,28306,11,106,41944.0,7119.0,51597.0,28306,16.972630173564752
Fayetteville,28311,90987.02040816327,28311,6,106,35641.0,5681.0,47534.0,28311,15.939507870149546
Fayetteville,28312,68020.26119402985,28312,4,106,19196.0,3435.0,44683.0,28312,17.894352990206293
Fayetteville,28314,70732.86394557822,28314,6,106,58110.0,9818.0,47873.0,28314,16.89554293581139
Ferguson,28624,204319.9723320158,28624,1,107,1339.0,300.0,32432.0,28624,22.404779686333082
Flat Rock,28731,173483.2618025751,28731,2,108,8354.0,792.0,55611.0,28731,9.480488388795788
Fletcher,28732,143904.31851851853,28732,2,109,17479.0,1305.0,59993.0,28732,7.466102179758567
Forest City,28043,49372.1462585034,28043,7,110,21075.0,5102.0,35484.0,28043,24.208778173190986
Four Oaks,27524,81278.36900369004,27524,3,111,13916.0,2157.0,48052.0,27524,15.500143719459613
Franklinton,27525,66502.25543478261,27525,5,112,14323.0,2295.0,51570.0,27525,16.02317950150108
Franklinville,27248,76776.77192982456,27248,2,113,4249.0,396.0,44832.0,27248,9.319839962344082
Fremont,27830,41357.86486486487,27830,2,114,4841.0,834.0,44366.0,27830,17.227845486469732
Fuquay Varina,27526,123032.18055555556,27526,6,115,47425.0,4218.0,76880.0,27526,8.894043226146547
Garner,27529,116920.33935018051,27529,12,116,48833.0,5650.0,60801.0,27529,11.570044846722505
Gaston,27832,39206.86330935252,27832,5,117,3001.0,507.0,36089.0,27832,16.894368543818732
Gastonia,28052,75504.09701492537,28052,13,118,35302.0,9109.0,36243.0,28052,25.80307064755538
Gastonia,28054,68236.04119850187,28054,7,118,37335.0,5830.0,43422.0,28054,15.615374313646713
Gastonia,28056,86175.326007326,28056,5,118,34401.0,4085.0,63563.0,28056,11.87465480654632
Gates,27937,75856.30508474576,27937,1,119,4546.0,629.0,56523.0,27937,13.836339639243294
Gatesville,27938,81507.71186440678,27938,3,120,1261.0,47.0,47273.0,27938,3.727200634417129
Germanton,27019,96962.09523809524,27019,1,121,4139.0,267.0,57075.0,27019,6.45083353467021
Gibson,28343,30385.633333333335,28343,1,122,1404.0,315.0,39531.0,28343,22.43589743589744
Gibsonville,27249,116208.08163265306,27249,3,123,12447.0,1961.0,54516.0,27249,15.754800353498835
Gold Hill,28071,96112.63265306123,28071,1,124,2649.0,412.0,43551.0,28071,15.553038882597209
Goldsboro,27530,45366.26190476191,27530,14,125,38865.0,9883.0,36283.0,27530,25.429049273124924
Goldsboro,27534,72938.14285714286,27534,8,125,32233.0,3971.0,48270.0,27534,12.31967238544349
Goldston,27252,127307.02230483272,27252,1,126,2509.0,492.0,51854.0,27252,19.609406137903548
Graham,27253,95531.30303030302,27253,11,127,30544.0,5421.0,44902.0,27253,17.748166579360927
Granite Falls,28630,65794.31985294117,28630,6,128,20007.0,3167.0,50190.0,28630,15.829459689108813
Greensboro,27301,87707.87414965987,27301,4,129,8826.0,734.0,62490.0,27301,8.316338092000906
Greensboro,27401,65080.61224489796,27401,11,129,22105.0,4033.0,35153.0,27401,18.24474100882153
Greensboro,27403,79284.4387755102,27403,4,129,22569.0,5026.0,45566.0,27403,22.269484691390844
Greensboro,27405,63730.316326530614,27405,12,129,48990.0,12116.0,36462.0,27405,24.731577873035317
Greensboro,27406,62333.00680272109,27406,17,129,63465.0,14973.0,41097.0,27406,23.592531316473647
Greensboro,27407,85684.51360544217,27407,7,129,50288.0,8412.0,48127.0,27407,16.727648743238944
Greensboro,27408,111113.51700680272,27408,7,129,18090.0,1797.0,63965.0,27408,9.933665008291873
Greensboro,27409,76109.01700680272,27409,3,129,17532.0,2237.0,41455.0,27409,12.7595254391969
Greensboro,27410,107357.97278911565,27410,12,129,55519.0,4518.0,65755.0,27410,8.137754642554803
Greensboro,27455,106915.57823129251,27455,6,129,29020.0,1968.0,73263.0,27455,6.781529979324604
Greenville,27834,59742.832432432435,27834,10,130,56458.0,15413.0,36360.0,27834,27.299939778242234
Greenville,27858,81944.70967741935,27858,9,130,59652.0,15047.0,44751.0,27858,25.224636223429226
Grifton,28530,52928.288043478264,28530,1,131,6457.0,1111.0,36357.0,28530,17.206132879045995
Grimesland,27837,76161.86413043478,27837,1,132,6463.0,1118.0,70453.0,27837,17.298468203620608
Halifax,27839,33153.89455782313,27839,2,133,3503.0,406.0,31051.0,27839,11.590065658007422
Hamlet,28345,38740.29674796748,28345,5,134,12107.0,3188.0,34918.0,28345,26.331874122408518
Hampstead,28443,138008.83783783784,28443,5,135,22138.0,1933.0,64317.0,28443,8.731592736471226
Hamptonville,27020,94778.99137931035,27020,1,136,5717.0,990.0,39012.0,27020,17.316774532097252
Harkers Island,28531,212746.92913385827,28531,1,137,1361.0,181.0,51111.0,28531,13.299044819985307
Harmony,28634,78958.19047619047,28634,1,138,5230.0,1047.0,46447.0,28634,20.019120458891013
Harrisburg,28075,114356.55782312925,28075,4,139,18621.0,827.0,99075.0,28075,4.441222275925031
Havelock,28532,69295.03401360544,28532,9,140,22205.0,2741.0,50634.0,28532,12.344066651655032
Haw River,27258,107747.12121212122,27258,1,141,7011.0,862.0,47336.0,27258,12.294965054913707
Hays,28635,79437.00714285714,28635,2,142,3162.0,637.0,29599.0,28635,20.14547754585705
Henderson,27536,26266.619047619046,27536,7,143,16421.0,4882.0,29021.0,27536,29.730223494306074
Henderson,27537,92538.72527472528,27537,11,143,24578.0,4936.0,42363.0,27537,20.08300105785662
Hendersonville,28739,154883.6173469388,28739,1,144,21474.0,2160.0,53965.0,28739,10.05867560771165
Hendersonville,28791,170811.9387755102,28791,5,144,14954.0,1160.0,53964.0,28791,7.757121840310285
Hendersonville,28792,147319.45408163266,28792,9,144,34945.0,5441.0,45629.0,28792,15.570181714122192
Hertford,27944,164616.2912087912,27944,2,145,11969.0,1862.0,46240.0,27944,15.556855209290669
Hertford,27980,79212.32558139534,27980,1,145,1758.0,67.0,47946.0,27980,3.811149032992037
Hickory,28601,87232.62585034013,28601,12,146,51706.0,6977.0,50821.0,28601,13.493598421846595
Hickory,28602,69249.88095238095,28602,5,146,29105.0,4340.0,47493.0,28602,14.911527228998455
Hiddenite,28636,86415.13574660633,28636,2,147,5013.0,922.0,43810.0,28636,18.39218033113904
High Point,27235,121634.43537414966,27235,1,148,4557.0,147.0,89214.0,27235,3.2258064516129035
High Point,27260,33176.58490566038,27260,6,148,25761.0,8719.0,27361.0,27260,33.84573580218159
High Point,27262,51328.87074829932,27262,9,148,24379.0,5009.0,39276.0,27262,20.546371877435497
High Point,27265,92589.42857142857,27265,9,148,50139.0,4609.0,60518.0,27265,9.192445002891963
High Point,27282,95287.79591836735,27282,7,148,17835.0,1576.0,68967.0,27282,8.836557331090553
Hillsborough,27278,149541.67615658362,27278,12,149,26054.0,2705.0,71657.0,27278,10.382282950794504
Holden Beach,28462,145586.17788461538,28462,2,150,12659.0,1842.0,41243.0,28462,14.550912394343946
Hollister,27844,29487.732394366198,27844,2,151,2955.0,866.0,28170.0,27844,29.30626057529611
Holly Springs,27540,145440.90972222222,27540,7,152,37520.0,1668.0,102268.0,27540,4.445628997867804
Hope Mills,28348,65641.04081632652,28348,10,153,35673.0,4681.0,53090.0,28348,13.121968996159561
Hot Springs,28743,147071.47540983607,28743,1,154,1987.0,580.0,38018.0,28743,29.1897332662305
Hubert,28539,120709.02094240837,28539,1,155,15623.0,2282.0,52782.0,28539,14.606669653715675
Hudson,28638,66150.93014705883,28638,6,156,11698.0,2024.0,41701.0,28638,17.30210292357668
Huntersville,28078,138231.53741496598,28078,12,157,60107.0,2987.0,95874.0,28078,4.9694711098540925
Hurdle Mills,27541,136000.5407725322,27541,1,158,3718.0,548.0,64038.0,27541,14.739107046799354
Indian Trail,28079,119811.57407407407,28079,7,159,36737.0,2317.0,78407.0,28079,6.306992949887034
Iron Station,28080,78777.77551020408,28080,2,160,7941.0,1505.0,53811.0,28080,18.95227301347437
Ivanhoe,28478,65315.391304347824,28478,1,161,5114.0,728.0,39906.0,28478,14.235432147047325
Jackson,27845,35244.29457364341,27845,1,162,2876.0,598.0,33750.0,27845,20.79276773296245
Jacksonville,28540,76572.80088495575,28540,13,163,48775.0,7251.0,49970.0,28540,14.86622245002563
Jacksonville,28546,79387.90707964601,28546,10,163,46338.0,5525.0,46758.0,28546,11.923259527817345
Jarvisburg,27947,139467.4347826087,27947,1,164,1431.0,60.0,50417.0,27947,4.19287211740042
Jonesville,28642,69534.79326923077,28642,1,165,5890.0,1305.0,38750.0,28642,22.15619694397284
Kannapolis,28081,75678.58163265306,28081,5,166,27557.0,5044.0,49743.0,28081,18.303879232137025
Kannapolis,28083,74246.49659863945,28083,5,166,25540.0,3610.0,48103.0,28083,14.13469068128426
Kenly,27542,72070.34239130435,27542,2,167,9953.0,1896.0,46332.0,27542,19.049532804179645
Kernersville,27284,96704.35034013605,27284,14,168,54413.0,6184.0,61071.0,27284,11.3649311745355
Kill Devil Hills,27948,191996.34020618556,27948,3,169,11118.0,1110.0,57445.0,27948,9.983810037776578
King,27021,95760.33673469388,27021,6,170,17539.0,2407.0,50123.0,27021,13.723701465305892
Kings Mountain,28086,65950.05442176871,28086,7,171,25037.0,4397.0,42571.0,28086,17.562008227822822
Kinston,28501,27284.72429906542,28501,6,172,18334.0,5857.0,30053.0,28501,31.94611105050725
Kinston,28504,56243.23831775701,28504,6,172,21852.0,3816.0,47856.0,28504,17.462932454695224
Kittrell,27544,105786.12777777777,27544,1,173,5027.0,890.0,56382.0,27544,17.70439626019495
Kitty Hawk,27949,213932.1171875,27949,1,174,7532.0,331.0,78191.0,27949,4.394583112055232
Knightdale,27545,114456.91208791209,27545,5,175,27186.0,1815.0,63683.0,27545,6.676230412712425
Knotts Island,27950,138922.24829931973,27950,1,176,2073.0,252.0,58821.0,27950,12.156295224312592
La Grange,28551,47162.878504672895,28551,3,177,15104.0,2366.0,37293.0,28551,15.664724576271185
Lake Lure,28746,174977.47278911565,28746,1,178,2371.0,140.0,60400.0,28746,5.904681568958246
Lake Lure,28756,88300.72448979592,28756,3,178,4715.0,264.0,49452.0,28756,5.59915164369035
Lake Toxaway,28747,164539.087431694,28747,1,179,2243.0,397.0,36653.0,28747,17.699509585376727
Landis,28088,83929.25882352941,28088,2,180,2746.0,373.0,53949.0,28088,13.583394027676619
Laurel Hill,28351,26122.898832684827,28351,2,181,4698.0,873.0,36949.0,28351,18.5823754789272
Laurinburg,28352,28664.156462585033,28352,10,182,25760.0,6870.0,33657.0,28352,26.66925465838509
Lawsonville,27022,84358.86054421769,27022,2,183,1099.0,50.0,41078.0,27022,4.549590536851684
Leicester,28748,143066.79775280898,28748,1,184,12613.0,1974.0,46075.0,28748,15.650519305478475
Leland,28451,136179.8724489796,28451,5,185,33435.0,4738.0,55357.0,28451,14.170779123672798
Lenoir,28645,58770.69727891157,28645,13,186,46604.0,8246.0,38697.0,28645,17.69376019225818
Lewisville,27023,97172.2925170068,27023,1,187,13088.0,911.0,75208.0,27023,6.96057457212714
Lexington,27292,72866.40816326531,27292,16,188,39649.0,7520.0,41315.0,27292,18.966430426996894
Lexington,27295,69475.23809523809,27295,11,188,38511.0,5256.0,49195.0,27295,13.648048609488196
Liberty,27298,105547.01360544217,27298,3,189,10052.0,1586.0,45095.0,27298,15.777954635893355
Lillington,27546,74149.76630434782,27546,5,190,21313.0,3777.0,48737.0,27546,17.72157837939286
Lincolnton,28092,75750.15492957746,28092,15,191,39710.0,7532.0,47971.0,28092,18.96751447997985
Linden,28356,77191.1862745098,28356,1,192,4890.0,392.0,67609.0,28356,8.016359918200411
Littleton,27850,92244.59523809524,27850,2,193,7244.0,987.0,42176.0,27850,13.625069022639424
Locust,28097,98002.17346938775,28097,2,194,6074.0,628.0,57782.0,28097,10.339150477444845
Louisburg,27549,93579.4945054945,27549,8,195,25645.0,4465.0,47667.0,27549,17.410801325794502
Lowell,28098,98691.44360902255,28098,2,196,3629.0,747.0,51206.0,28098,20.584182970515293
Lowgap,27024,65595.98913043478,27024,1,197,3148.0,557.0,41161.0,27024,17.69377382465057
Lucama,27851,65556.54301075269,27851,2,198,5356.0,892.0,48547.0,27851,16.654219566840926
Lumber Bridge,28357,55287.65151515151,28357,2,199,2682.0,738.0,32060.0,28357,27.51677852348993
Lumberton,28358,39951.333333333336,28358,13,200,38760.0,10467.0,37858.0,28358,27.00464396284829
Lumberton,28360,55559.606060606064,28360,3,200,14931.0,3443.0,37608.0,28360,23.0594066037104
Madison,27025,61485.47735191638,27025,4,201,11387.0,1287.0,47147.0,27025,11.302362343022745
Maiden,28650,80416.69387755102,28650,4,202,11106.0,1458.0,50092.0,28650,13.128038897893028
