City,RegionName,avg,zip,count,City_category,population,poverty_count,median_household_income,zipcode,poverty_rate
Manteo,27954,200332.13745704468,27954,3,203,7389.0,372.0,52626.0,27954,5.034510759236703
Marion,28752,82217.76470588235,28752,11,204,30591.0,4972.0,41632.0,28752,16.25314635023373
Mars Hill,28754,156266.29591836734,28754,2,205,10138.0,1781.0,45428.0,28754,17.567567567567572
Marshall,28753,133787.55223880598,28753,4,206,9937.0,1411.0,40883.0,28753,14.19945657643152
Marshville,28103,102752.22304832714,28103,4,207,11397.0,1096.0,55116.0,28103,9.616565762920066
Matthews,28105,151482.1598639456,28105,9,208,45786.0,3056.0,75329.0,28105,6.674529332110253
Maxton,28364,28585.833333333332,28364,4,209,15183.0,4610.0,33462.0,28364,30.36290588157808
Mayodan,27027,50203.055944055945,27027,1,210,4382.0,889.0,32183.0,27027,20.287539936102235
Maysville,28555,87804.2625698324,28555,2,211,4767.0,1124.0,47527.0,28555,23.578770715334592
Mc Adenville,28101,95735.95238095238,28101,1,212,826.0,71.0,60294.0,28101,8.595641646489103
Mebane,27302,118363.47278911565,27302,7,213,31331.0,4022.0,56230.0,27302,12.837126168970027
Micro,27555,118548.72426470589,27555,1,214,672.0,193.0,30833.0,27555,28.720238095238088
Middlesex,27557,81606.38043478261,27557,1,215,7558.0,1492.0,43098.0,27557,19.74067213548558
Midland,28107,113701.42857142857,28107,1,216,7380.0,616.0,70086.0,28107,8.346883468834687
Millers Creek,28651,94450.43369175628,28651,2,217,7419.0,1829.0,35919.0,28651,24.652918183043536
Mills River,28759,171308.7142857143,28759,2,218,7488.0,547.0,63547.0,28759,7.305021367521367
Minnesott Beach,28510,192114.3947368421,28510,1,219,1503.0,77.0,57381.0,28510,5.123087159015303
Mint Hill,28227,95263.98639455783,28227,8,220,55769.0,6836.0,57752.0,28227,12.257705893955427
Misenheimer,28109,63901.545945945945,28109,1,221,340.0,5.0,-666666666.0,28109,1.4705882352941175
Mocksville,27028,90772.47027027026,27028,9,222,26044.0,4497.0,48167.0,27028,17.2669328828137
Moncure,27559,157163.79347826086,27559,1,223,2225.0,153.0,68264.0,27559,6.876404494382022
Monroe,28110,125632.52592592593,28110,13,224,53520.0,7503.0,57969.0,28110,14.019058295964124
Monroe,28112,112899.77323420074,28112,10,224,26999.0,3806.0,52745.0,28112,14.096818400681505
Mooresboro,28114,45149.8353909465,28114,1,225,7139.0,1588.0,38944.0,28114,22.244011766353825
Mooresville,28115,97938.86617100371,28115,12,226,37023.0,3765.0,62252.0,28115,10.169354185236203
Mooresville,28117,159412.58801498127,28117,7,226,39278.0,2376.0,85591.0,28117,6.049187840521412
Moravian Falls,28654,87100.89530685921,28654,2,227,3100.0,261.0,45081.0,28654,8.419354838709678
Morehead City,28557,134307.05782312926,28557,6,228,15204.0,1663.0,54528.0,28557,10.937911076032622
Morrisville,27560,162809.29963898918,27560,3,229,32801.0,2020.0,93440.0,27560,6.158348830828329
Mount Airy,27030,67446.61956521739,27030,11,230,35843.0,6440.0,36859.0,27030,17.967246045252907
Mount Airy,27053,81022.13229571984,27053,2,230,2973.0,345.0,44967.0,27053,11.604439959636732
Mount Holly,28120,94612.19413919414,28120,5,231,21119.0,2111.0,56234.0,28120,9.99573843458497
Mount Pleasant,28124,112773.95918367348,28124,3,232,6192.0,514.0,59167.0,28124,8.301033591731265
Mount Ulla,28125,131626.7196969697,28125,2,233,2262.0,161.0,63603.0,28125,7.11759504862953
Moyock,27958,144242.07482993198,27958,2,234,10988.0,745.0,84575.0,27958,6.780123771386968
Nags Head,27959,234977.45360824742,27959,2,235,2908.0,238.0,58803.0,27959,8.184319119669876
Nashville,27856,80646.67934782608,27856,3,236,16488.0,2308.0,52729.0,27856,13.998059194565744
Nebo,28761,122239.22549019608,28761,1,237,7671.0,1145.0,37889.0,28761,14.926345978360054
New Bern,28560,79274.11224489796,28560,5,238,27590.0,5108.0,46133.0,28560,18.51395433127945
New Bern,28562,88728.53401360544,28562,8,238,38598.0,3744.0,57592.0,28562,9.699984455153118
Newport,28570,124024.109375,28570,5,239,21590.0,2585.0,51569.0,28570,11.973135710977305
Newton,28658,75873.69727891157,28658,9,240,27479.0,3471.0,46977.0,28658,12.631464027075221
North Wilkesboro,28659,69106.18861209965,28659,4,241,21229.0,5178.0,33832.0,28659,24.39116303170192
Norwood,28128,78360.65986394558,28128,4,242,7056.0,883.0,45689.0,28128,12.514172335600907
Oak Ridge,27310,115593.43537414966,27310,1,243,7290.0,153.0,117039.0,27310,2.098765432098765
Oakboro,28129,90621.96598639456,28129,2,244,5287.0,433.0,50609.0,28129,8.189899754113863
Old Fort,28762,110325.11764705883,28762,1,245,6958.0,1546.0,37845.0,28762,22.219028456453003
Olin,28660,124642.61471861471,28660,2,246,1878.0,162.0,45165.0,28660,8.62619808306709
Orrum,28369,35943.21212121212,28369,1,247,2865.0,764.0,29848.0,28369,26.66666666666667
Oxford,27565,84215.74489795919,27565,10,248,25375.0,3947.0,47056.0,27565,15.554679802955663
Parkton,28371,52176.48818897638,28371,1,249,7249.0,1331.0,50523.0,28371,18.361153262518968
Pembroke,28372,43716.59090909091,28372,5,250,14022.0,3627.0,29399.0,28372,25.86649550706033
Pendleton,27862,32187.48214285714,27862,1,251,649.0,124.0,37500.0,27862,19.106317411402163
Pikeville,27863,67843.63398692811,27863,3,252,12855.0,1560.0,56724.0,27863,12.135355892648775
Pilot Mountain,27041,87715.656,27041,4,253,7947.0,1439.0,41771.0,27041,18.107461935321506
Pine Hall,27042,66193.3275261324,27042,1,254,610.0,17.0,55156.0,27042,2.7868852459016398
Pinehurst,28374,166879.08673469388,28374,1,255,17190.0,443.0,82312.0,28374,2.577079697498545
Pinetops,27864,22892.29961089494,27864,3,256,4911.0,871.0,40455.0,27864,17.735695377723477
Pinetown,27865,67428.203125,27865,2,257,2168.0,290.0,63917.0,27865,13.376383763837635
Pineville,28134,123519.48639455783,28134,2,258,11049.0,1201.0,57047.0,28134,10.869761969408996
Pinnacle,27043,102976.67346938775,27043,2,259,7094.0,884.0,51510.0,27043,12.461234846349027
Pittsboro,27312,190586.47311827957,27312,4,260,20368.0,1706.0,72315.0,27312,8.375883739198741
Pleasant Garden,27313,89286.69727891157,27313,1,261,7134.0,645.0,61914.0,27313,9.041211101766189
Pollocksville,28573,74185.27528089887,28573,1,262,2053.0,491.0,44083.0,28573,23.9162201656113
Poplar Branch,27965,94558.80272108843,27965,1,263,693.0,147.0,41250.0,27965,21.21212121212121
Princeton,27569,59473.82065217391,27569,2,264,7942.0,1380.0,43958.0,27569,17.375975824729288
Raeford,28376,59157.37704918033,28376,11,265,44328.0,7967.0,49480.0,28376,17.972838837754914
Raleigh,27601,204722.86394557822,27601,6,266,10445.0,2737.0,36781.0,27601,26.20392532312111
Raleigh,27603,154299.04761904763,27603,6,266,53803.0,9560.0,64087.0,27603,17.76852591862907
Raleigh,27604,124581.2925170068,27604,6,266,47761.0,6634.0,58626.0,27604,13.889993928100333
Raleigh,27605,187765.69047619047,27605,4,266,5490.0,725.0,62479.0,27605,13.205828779599269
Raleigh,27606,137487.8605442177,27606,11,266,46589.0,8967.0,51959.0,27606,19.247032561334226
Raleigh,27607,230077.0680272109,27607,4,266,29536.0,2870.0,77092.0,27607,9.716955579631636
Raleigh,27608,236271.31972789115,27608,3,266,11054.0,534.0,107875.0,27608,4.8308304686086485
Raleigh,27609,129716.22108843537,27609,6,266,32870.0,3395.0,58983.0,27609,10.328567082446
Raleigh,27610,118201.48979591837,27610,14,266,78475.0,15074.0,50092.0,27610,19.20866517999363
Raleigh,27612,153174.47278911565,27612,5,266,38748.0,3218.0,76765.0,27612,8.304944771343036
Raleigh,27613,149756.67346938775,27613,5,266,42933.0,1760.0,96185.0,27613,4.09941070971048
Raleigh,27614,161071.53401360544,27614,10,266,33287.0,1239.0,106469.0,27614,3.722173821612041
Raleigh,27615,122672.1530612245,27615,8,266,43461.0,2412.0,82214.0,27615,5.549803271898943
Raleigh,27616,125023.78571428571,27616,7,266,53364.0,6027.0,68084.0,27616,11.294130874747019
Raleigh,27617,166058.11240310076,27617,1,266,18856.0,1178.0,83309.0,27617,6.247348324140858
Ramseur,27316,74667.88070175439,27316,4,267,7157.0,1765.0,39570.0,27316,24.661170881654325
Randleman,27317,79174.13945578231,27317,4,268,16640.0,2666.0,43754.0,27317,16.021634615384613
Red Oak,27809,36506.283276450515,27809,4,269,5083.0,932.0,47940.0,27809,18.335628565807593
Red Springs,28377,27632.976744186046,28377,4,270,12933.0,4682.0,28176.0,28377,36.20196396814351
Reidsville,27320,51373.508532423206,27320,13,271,38634.0,6678.0,41771.0,27320,17.285292747321012
Rennert,28386,30195.279411764706,28386,1,272,5997.0,2230.0,31092.0,28386,37.185259296314825
Richfield,28137,88553.76691729324,28137,1,273,3248.0,189.0,52167.0,28137,5.818965517241379
Richlands,28574,92864.93478260869,28574,4,274,18116.0,2502.0,49267.0,28574,13.810995804813425
Roanoke Rapids,27870,39767.17346938775,27870,7,275,25792.0,6125.0,36287.0,27870,23.74767369727047
Roaring River,28669,74817.47902097902,28669,1,276,2663.0,264.0,41250.0,28669,9.913631242959069
Rockingham,28379,36689.08641975309,28379,8,277,24403.0,5713.0,36806.0,28379,23.411056017702737
Rockwell,28138,98900.11904761905,28138,2,278,9912.0,1051.0,50331.0,28138,10.603309120258272
Rocky Mount,27801,25140.224489795917,27801,6,279,19737.0,5538.0,32346.0,27801,28.058975528195766
Rocky Mount,27803,33683.40217391304,27803,3,279,18791.0,2851.0,47843.0,27803,15.172156883614495
Rocky Mount,27804,66654.87692307692,27804,9,279,29938.0,3631.0,51385.0,27804,12.128398690627296
Rocky Point,28457,103828.13664596273,28457,4,280,10303.0,2112.0,48843.0,28457,20.498883820246533
Rodanthe,27982,227815.6208791209,27982,1,281,54.0,10.0,-666666666.0,27982,18.51851851851852
Rolesville,27571,128251.35074626865,27571,4,282,6664.0,210.0,112425.0,27571,3.1512605042016806
Ronda,28670,81626.43010752689,28670,3,283,3590.0,269.0,50774.0,28670,7.493036211699164
Rowland,28383,30643.757575757576,28383,4,284,8854.0,2536.0,33952.0,28383,28.642421504404787
Roxboro,27573,59090.69387755102,27573,5,285,11158.0,3113.0,32726.0,27573,27.89926510127263
Roxboro,27574,93957.26190476191,27574,4,285,14489.0,2129.0,50483.0,27574,14.69390572158189
Ruffin,27326,68078.03928571429,27326,1,286,2872.0,499.0,49053.0,27326,17.37465181058496
Rural Hall,27045,82942.87074829932,27045,1,287,9374.0,975.0,53932.0,27045,10.401109451674843
Rutherfordton,28139,77539.24149659864,28139,4,288,20900.0,2510.0,45053.0,28139,12.009569377990433
Saint Pauls,28384,25651.050925925927,28384,3,289,11199.0,2468.0,32744.0,28384,22.037681935887125
Salisbury,28144,69247.37647058823,28144,4,290,25158.0,4766.0,43136.0,28144,18.94427219969791
Salisbury,28146,103851.38823529411,28146,7,290,27496.0,4264.0,51806.0,28146,15.507710212394528
Salisbury,28147,99805.4705882353,28147,4,290,24878.0,4395.0,49048.0,28147,17.666211110217862
Sandy Ridge,27046,71646.26506024097,27046,1,291,1922.0,242.0,38589.0,27046,12.59105098855359
Sanford,27330,58839.01700680272,27330,13,292,39279.0,6191.0,48744.0,27330,15.761602892130654
Sanford,27332,87158.05442176871,27332,4,292,31629.0,4352.0,57649.0,27332,13.759524487021404
Saxapahaw,27340,372321.86363636365,27340,1,293,41.0,0.0,-666666666.0,27340,0.0
Scotland Neck,27874,17910.233606557376,27874,2,294,3766.0,915.0,36023.0,27874,24.296335634625603
Seagrove,27341,83892.52631578948,27341,2,295,5263.0,471.0,44789.0,27341,8.949268478054343
Selma,27576,63504.44117647059,27576,2,296,18104.0,4918.0,38676.0,27576,27.16526734423332
Semora,27343,246718.00436681224,27343,1,297,1579.0,290.0,64244.0,27343,18.36605446485117
Seven Lakes,27376,123024.64285714286,27376,3,298,8998.0,811.0,63278.0,27376,9.013114025338963
Seven Springs,28578,65170.861940298506,28578,1,299,6858.0,1926.0,44288.0,28578,28.083989501312328
Shallotte,28470,113327.01098901099,28470,2,300,12089.0,2359.0,39636.0,28470,19.513607411696587
Shawboro,27973,116185.04761904762,27973,1,301,1143.0,146.0,41736.0,27973,12.773403324584427
Shelby,28150,63956.71768707483,28150,8,302,27581.0,6350.0,38328.0,28150,23.023095609296256
Shelby,28152,60216.78911564626,28152,10,302,25348.0,5132.0,41492.0,28152,20.246173268107942
Sherrills Ford,28673,252884.41836734695,28673,1,303,6307.0,275.0,78479.0,28673,4.360234659901697
Siler City,27344,90770.37410071942,27344,7,304,18798.0,3720.0,42680.0,27344,19.78933929141398
Sims,27880,70025.25824175825,27880,1,305,3242.0,589.0,65768.0,27880,18.167797655768048
Smithfield,27577,77121.54981549816,27577,8,306,25330.0,4465.0,46508.0,27577,17.627319384129493
Smyrna,28579,133655.83414634145,28579,1,307,554.0,129.0,46964.0,28579,23.28519855595668
Snow Camp,27349,122450.36781609195,27349,1,308,5500.0,436.0,52547.0,27349,7.927272727272728
Sophia,27350,110925.02380952382,27350,1,309,6021.0,569.0,44147.0,27350,9.450257432320214
Southern Pines,28387,160911.8724489796,28387,3,310,15526.0,2017.0,60617.0,28387,12.991111683627462
Spencer,28159,65490.50588235294,28159,3,311,2908.0,698.0,38125.0,28159,24.002751031636862
Spindale,28160,33961.833333333336,28160,2,312,3586.0,433.0,36199.0,28160,12.07473508087005
Spring Hope,27882,69460.90760869565,27882,2,313,7637.0,1827.0,42587.0,27882,23.923006416131987
Spring Lake,28390,79252.71428571429,28390,8,314,23790.0,4763.0,46600.0,28390,20.021017234131985
Stallings,28104,139547.41156462586,28104,5,315,31085.0,1349.0,104745.0,28104,4.339713688274086
Stanfield,28163,106147.71428571429,28163,1,316,5469.0,416.0,64559.0,28163,7.606509416712378
Stanley,28164,82235.53731343284,28164,3,317,15099.0,1140.0,56762.0,28164,7.550168885356648
Stantonsburg,27883,55498.2054054054,27883,2,318,2970.0,592.0,44561.0,27883,19.932659932659927
State Road,28676,79095.58759124088,28676,2,319,4028.0,492.0,52543.0,28676,12.21449851042701
Statesville,28625,94158.51685393258,28625,6,320,39518.0,4945.0,50216.0,28625,12.513285085277596
Statesville,28677,74283.9219330855,28677,15,320,34545.0,6196.0,45191.0,28677,17.936025474019395
Stedman,28391,75087.83333333333,28391,2,321,5984.0,1268.0,52762.0,28391,21.18983957219251
Stem,27581,121771.93197278911,27581,1,322,4832.0,112.0,63667.0,27581,2.3178807947019866
Stokes,27884,96898.36216216216,27884,1,323,1301.0,0.0,60147.0,27884,0.0
Stokesdale,27357,92115.47278911565,27357,1,324,8652.0,1195.0,61101.0,27357,13.811835413777162
Stoneville,27048,60142.71228070175,27048,1,325,8059.0,1432.0,53154.0,27048,17.768953964511727
Stony Point,28678,110513.54406130269,28678,1,326,6577.0,650.0,48083.0,28678,9.882925345902386
Sugar Grove,28679,165814.48979591837,28679,2,327,1740.0,202.0,46250.0,28679,11.609195402298852
Summerfield,27358,93788.90136054422,27358,2,328,15184.0,765.0,90909.0,27358,5.038198103266597
Sunbury,27979,61126.35,27979,1,329,1547.0,53.0,59688.0,27979,3.425985778926956
Surf City,28445,243144.98378378377,28445,3,330,7278.0,910.0,59766.0,28445,12.503435009618027
Swannanoa,28778,146277.23703703703,28778,4,331,9939.0,1562.0,46265.0,28778,15.71586678740316
Swansboro,28584,144589.73046875,28584,5,332,12265.0,1620.0,59102.0,28584,13.208316347329802
Sylva,28779,142813.84699453553,28779,5,333,18141.0,2513.0,53582.0,28779,13.852599084945702
Tarboro,27886,35956.244897959186,27886,10,334,20450.0,4240.0,35959.0,27886,20.73349633251833
Taylorsville,28681,92803.80540540541,28681,7,335,25636.0,3254.0,45788.0,28681,12.693087845217665
Thomasville,27360,56031.92857142857,27360,12,336,45603.0,7386.0,43661.0,27360,16.19630287481087
Timberlake,27583,109680.77891156463,27583,1,337,7020.0,505.0,58274.0,27583,7.193732193732194
Tobaccoville,27050,100079.64285714286,27050,1,338,3995.0,343.0,54167.0,27050,8.585732165206508
Traphill,28685,127046.25357142858,28685,1,339,1979.0,548.0,37813.0,28685,27.69075290550783
Trenton,28585,51603.041176470586,28585,3,340,3674.0,1190.0,31600.0,28585,32.38976592270005
Trinity,27370,68653.67719298246,27370,7,341,15678.0,1714.0,51748.0,27370,10.932516902666157
Troutman,28166,106638.67557251909,28166,3,342,9394.0,1050.0,61406.0,28166,11.177347242921014
Union Grove,28689,119114.50367647059,28689,1,343,2071.0,346.0,61000.0,28689,16.70690487687107
Vale,28168,96220.71428571429,28168,3,344,10056.0,1173.0,47888.0,28168,11.664677804295941
Vanceboro,28586,76986.84375,28586,2,345,7259.0,1615.0,35500.0,28586,22.248243559718965
Vass,28394,101413.15816326531,28394,2,346,5303.0,1113.0,47018.0,28394,20.988119932113896
Vilas,28692,179899.05782312926,28692,1,347,3941.0,409.0,56361.0,28692,10.378076630296876
Wade,28395,55204.40625,28395,1,348,2466.0,216.0,54656.0,28395,8.75912408759124
Wagram,28396,37953.09565217391,28396,1,349,2620.0,711.0,44901.0,28396,27.137404580152673
Wake Forest,27587,138467.0068027211,27587,11,350,66583.0,3624.0,92878.0,27587,5.442830752594506
Walkertown,27051,91953.62244897959,27051,4,351,7678.0,824.0,47940.0,27051,10.731961448293827
Walnut Cove,27052,76419.54081632652,27052,5,352,9906.0,1724.0,39460.0,27052,17.403593781546537
Washington,27889,60894.04421768708,27889,7,353,26576.0,5692.0,40740.0,27889,21.41782059000602
Waxhaw,28173,144593.84415584416,28173,12,354,56910.0,2124.0,116043.0,28173,3.7322087506589354
Waynesville,28785,172437.11290322582,28785,1,355,7811.0,890.0,58551.0,28785,11.394187684035337
Waynesville,28786,144667.85483870967,28786,6,355,20821.0,2754.0,48486.0,28786,13.227030401997984
Weaverville,28787,171754.22222222222,28787,6,356,21314.0,2495.0,53258.0,28787,11.705920990897999
Weldon,27890,12608.087452471484,27890,3,357,2778.0,1230.0,28264.0,27890,44.27645788336933
Wendell,27591,109351.24567474048,27591,10,358,21098.0,2106.0,62651.0,27591,9.981988814105602
Whispering Pines,28327,104440.60204081633,28327,4,359,16192.0,2051.0,53080.0,28327,12.666749011857707
Whitakers,27891,36513.32905982906,27891,1,360,5356.0,1229.0,42656.0,27891,22.946228528752798
Whittier,28789,149152.25268817204,28789,1,361,5281.0,750.0,40708.0,28789,14.201855709145994
Wilkesboro,28697,89618.02721088435,28697,4,362,13638.0,2148.0,46769.0,28697,15.750109986801586
Willow Spring,27592,124231.85273972603,27592,2,363,15588.0,1451.0,67820.0,27592,9.308442391583267
Wilmington,28401,112053.33070866142,28401,9,364,24279.0,7487.0,33309.0,28401,30.83734914947074
Wilmington,28403,129758.94881889764,28403,8,364,40919.0,10576.0,37235.0,28403,25.846183924338327
Wilmington,28405,129674.29921259843,28405,9,364,32330.0,5569.0,54544.0,28405,17.225487163625118
Wilmington,28409,145088.00787401575,28409,4,364,34180.0,2938.0,78761.0,28409,8.595669982445875
Wilmington,28411,157376.11904761905,28411,2,364,37995.0,3639.0,72045.0,28411,9.57757599684169
Wilmington,28412,120495.36507936507,28412,9,364,38213.0,6231.0,52306.0,28412,16.305969172794594
Wilson,27813,62965.386666666665,27813,1,365,825.0,220.0,35625.0,27813,26.66666666666667
Wilson,27893,41205.875,27893,18,365,39372.0,11414.0,34210.0,27893,28.990145280910287
Wilson,27896,89806.05978260869,27896,2,365,20681.0,1860.0,63792.0,27896,8.993762390600066
Wingate,28174,100729.65298507463,28174,2,366,9284.0,1729.0,48936.0,28174,18.623438173201208
Winnabow,28479,135358.0576923077,28479,1,367,6274.0,634.0,59175.0,28479,10.105196047178833
Winston-Salem,27040,111706.0612244898,27040,2,368,11803.0,1176.0,73442.0,27040,9.96356858425824
Winston-Salem,27101,69164.1836734694,27101,10,368,19681.0,5935.0,31805.0,27101,30.155988008739392
Winston-Salem,27103,102225.17346938775,27103,4,368,34993.0,5856.0,49623.0,27103,16.73477552653388
Winston-Salem,27104,93489.26870748299,27104,6,368,27892.0,2509.0,64579.0,27104,8.995410870500502
Winston-Salem,27105,35967.35227272727,27105,13,368,40530.0,11089.0,33937.0,27105,27.359980261534663
Winston-Salem,27106,81011.93197278911,27106,13,368,48351.0,8233.0,49947.0,27106,17.027569233314722
Winston-Salem,27107,62915.489795918365,27107,7,368,47610.0,12051.0,42787.0,27107,25.31190926275993
Winston-Salem,27127,74922.13265306123,27127,9,368,39902.0,7308.0,48262.0,27127,18.31487143501579
Winterville,28590,67002.08108108108,28590,5,369,24613.0,2747.0,65594.0,28590,11.16076869946776
Woodleaf,27054,82650.5294117647,27054,1,370,2388.0,161.0,70101.0,27054,6.742043551088778
Wrightsville Beach,28480,603578.3736263736,28480,1,371,2536.0,216.0,83417.0,28480,8.517350157728707
Yadkinville,27055,86084.99456521739,27055,4,372,14131.0,1855.0,44574.0,27055,13.127167221003466
Youngsville,27596,139581.9027027027,27596,3,373,18359.0,1624.0,70535.0,27596,8.845797701399858
Zebulon,27597,103068.20069204153,27597,5,374,23538.0,2995.0,58514.0,27597,12.724105701418983
Zionville,28698,157389.32,28698,1,375,2247.0,511.0,42609.0,28698,22.741433021806852
